Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2011,Call of Duty: Modern Warfare 3,X360,8,7174891,7174891,USA
2011,Kinect Adventures!,X360,61,5115158,9300175,USA
2011,Pokémon Black and White,DS,43,4403425,4403425,USA
2011,Call of Duty: Modern Warfare 3,PS3,8,4137822,4137822,USA
2011,Just Dance 3,Wii,13,3770560,3770560,USA
2011,Gears of War 3,X360,15,2998268,2998268,USA
2011,Battlefield 3,X360,10,2909396,2909396,USA
2011,The Elder Scrolls V: Skyrim,X360,8,2650352,2650352,USA
2011,Mario Kart Wii,Wii,192,2540943,12223052,USA
2011,Wii Sports,Wii,267,2436953,35536895,USA
2011,Just Dance 2,Wii,64,2380457,4917786,USA
2011,Wii Sports Resort,Wii,127,2273335,12250573,USA
2011,New Super Mario Bros. Wii,Wii,111,2167495,11268866,USA
2011,Super Mario 3D Land,3DS,7,1952593,1952593,USA
2011,Madden NFL 12,X360,18,1831985,1831985,USA
2011,Battlefield 3,PS3,10,1682914,1682914,USA
2011,Call of Duty: Black Ops,X360,60,1637372,8011212,USA
2011,Zumba Fitness,Wii,59,1608187,1907416,USA
2011,Assassin's Creed: Revelations,X360,7,1472962,1472962,USA
2011,Fable III,X360,62,1454098,2986252,USA
2011,Madden NFL 12,PS3,18,1436123,1436123,USA
2011,Batman: Arkham City,X360,11,1386231,1386231,USA
2011,The Legend of Zelda: Skyward Sword,Wii,6,1373921,1373921,USA
2011,Mario Kart 7,3DS,4,1365254,1365254,USA
2011,Uncharted 3: Drake's Deception,PS3,9,1250544,1250544,USA
2011,Batman: Arkham City,PS3,11,1237544,1237544,USA
2011,LittleBigPlanet 2,PS3,50,1203020,1203020,USA
2011,Michael Jackson: The Experience,Wii,58,1119580,2046204,USA
2011,Call of Duty: Black Ops,PS3,60,1112473,5009349,USA
2011,NBA 2K12,X360,13,1091502,1091502,USA
2011,The Elder Scrolls V: Skyrim,PS3,8,1082719,1082719,USA
2011,L.A. Noire,X360,33,1070558,1070558,USA
2011,Halo: Reach,X360,68,1053915,5712288,USA
2011,Wii Fit Plus,Wii,117,1046357,7615635,USA
2011,The Legend of Zelda: Ocarina of Time 3D,3DS,28,1039970,1039970,USA
2011,New Super Mario Bros.,DS,294,1030518,9438804,USA
2011,Killzone 3,PS3,45,1016489,1016489,USA
2011,Just Dance 3,X360,13,958680,958680,USA
2011,Star Wars: The Old Republic,PC,2,949771,949771,USA
2011,Mortal Kombat,PS3,37,946973,946973,USA
2011,Kinect Sports: Season Two,X360,10,908896,908896,USA
2011,Dance Central 2,X360,10,895661,895661,USA
2011,Assassin's Creed: Revelations,PS3,7,894400,894400,USA
2011,Halo: Combat Evolved Anniversary,X360,7,882319,882319,USA
2011,Portal 2,X360,37,865971,865971,USA
2011,L.A. Noire,PS3,33,860046,860046,USA
2011,NBA 2K12,PS3,13,839855,839855,USA
2011,Kinect Sports,X360,61,827381,2058543,USA
2011,Mario andamp;amp; Sonic at the London 2012 Olympic Games,Wii,7,759312,759312,USA
2011,Mortal Kombat,X360,37,756388,756388,USA
2011,Wipeout: The Game,Wii,80,745741,1235005,USA
2011,NCAA Football 12,X360,25,743295,743295,USA
2011,Saints Row: The Third,X360,7,727328,727328,USA
2011,Nintendogs + cats,3DS,40,718158,718158,USA
2011,Mario Sports Mix,Wii,47,717906,717906,USA
2011,Dead Island,X360,17,688776,688776,USA
2011,Just Dance Kids,Wii,60,686010,1005278,USA
2011,Homefront,X360,42,685246,685246,USA
2011,Dance Central,X360,61,659566,1537871,USA
2011,Just Dance,Wii,111,658665,2700474,USA
2011,Dead Space 2,X360,49,628022,628022,USA
2011,Donkey Kong Country Returns,Wii,58,620326,2336324,USA
2011,Grand Theft Auto IV,X360,192,618674,5169819,USA
2011,Grand Theft Auto IV,PS3,192,612689,3590289,USA
2011,NCAA Football 12,PS3,25,593048,593048,USA
2011,Mario Kart DS,DS,320,580910,8163067,USA
2011,Portal 2,PS3,37,575252,575252,USA
2011,Rage,X360,13,571442,571442,USA
2011,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,59,565055,1268815,USA
2011,inFAMOUS 2,PS3,30,555237,555237,USA
2011,Sports Champions,PS3,68,548841,1610622,USA
2011,Forza Motorsport 4,X360,12,546996,546996,USA
2011,FIFA Soccer 12,X360,14,542214,542214,USA
2011,Super Mario Galaxy,Wii,216,542140,4634407,USA
2011,,DS,94,529343,3710722,USA
2011,The Elder Scrolls V: Skyrim,PC,8,528853,528853,USA
2011,Dragon Age II,X360,43,521200,521200,USA
2011,Zumba Fitness,X360,59,520156,724296,USA
2011,Disney Epic Mickey,Wii,57,513327,1549094,USA
2011,Crysis 2,X360,41,508076,508076,USA
2011,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,46,507327,507327,USA
2011,Ratchet andamp;amp; Clank: All 4 One,PS3,11,503995,503995,USA
2011,NBA 2K11,X360,65,503885,1579632,USA
2011,Assassin's Creed: Brotherhood,X360,59,500535,2106699,USA
2011,FIFA Soccer 12,PS3,14,493066,493066,USA
2011,LEGO Star Wars III: The Clone Wars,Wii,41,492080,492080,USA
2011,Deus Ex: Human Revolution,X360,19,489958,489958,USA
2011,Marvel vs. Capcom 3: Fate of Two Worlds,X360,46,489496,489496,USA
2011,Dead Space 2,PS3,49,479612,479612,USA
2011,Red Dead Redemption,PS3,85,475671,1753937,USA
2011,NBA 2K11,PS3,65,471986,1185932,USA
2011,Uncharted 2: Among Thieves,PS3,116,471200,2364230,USA
2011,Battlefield 3,PC,10,467198,467198,USA
2011,Bulletstorm,X360,45,466210,466210,USA
2011,God of War III,PS3,94,455611,2351427,USA
2011,Mass Effect 2,PS3,50,454747,454747,USA
2011,Brink,X360,34,442741,442741,USA
2011,LEGO Star Wars: The Complete Saga,Wii,217,440606,2771841,USA
2011,SOCOM 4: U.S. Navy SEALs,PS3,37,440125,440125,USA
2011,Gran Turismo 5,PS3,58,435478,1676718,USA
