Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2007,Wii Sports,Wii,58,"6,287,171","7,332,613",USA
2007,Halo 3,X360,14,"4,244,324","4,244,324",USA
2007,Wii Play,Wii,46,"3,690,775","3,690,775",USA
2007,Pokemon Diamond / Pearl Version,DS,36,"3,600,895","3,600,895",USA
2007,Call of Duty 4: Modern Warfare,X360,8,"2,356,080","2,356,080",USA
2007,Super Mario Galaxy,Wii,7,"2,061,510","2,061,510",USA
2007,Nintendogs,DS,123,"1,850,631","5,445,606",USA
2007,Forza Motorsport 2,X360,31,"1,846,226","1,846,226",USA
2007,Mario Party 8,Wii,31,"1,636,713","1,636,713",USA
2007,Madden NFL 08,X360,20,"1,583,045","1,583,045",USA
2007,Assassin's Creed,X360,7,"1,566,057","1,566,057",USA
2007,Marvel: Ultimate Alliance,X360,62,"1,562,664","1,855,323",USA
2007,Guitar Hero III: Legends of Rock,X360,9,"1,358,330","1,358,330",USA
2007,Guitar Hero II,X360,39,"1,237,369","1,237,369",USA
2007,New Super Mario Bros.,DS,85,"1,230,968","3,144,707",USA
2007,Brain Age 2: More Training in Minutes a Day,DS,19,"1,153,572","1,153,572",USA
2007,Guitar Hero III: Legends of Rock,Wii,9,"1,016,785","1,016,785",USA
2007,The Legend of Zelda: Twilight Princess,Wii,58,"1,005,859","1,870,051",USA
2007,MotorStorm,PS3,43,"1,005,516","1,005,516",USA
2007,The Legend of Zelda: Phantom Hourglass,DS,13,"987,058","987,058",USA
2007,Mario Kart DS,DS,111,"913,817","2,634,608",USA
2007,Brain Age: Train Your Brain in Minutes a Day,DS,89,"908,006","1,983,986",USA
2007,Daxter,PSP,94,"825,535","1,063,737",USA
2007,Gears of War,X360,60,"823,501","2,609,498",USA
2007,Super Paper Mario,Wii,38,"816,471","816,471",USA
2007,Mario & Sonic at the Olympic Games,Wii,8,"786,897","786,897",USA
2007,Call of Duty 4: Modern Warfare,PS3,8,"778,104","778,104",USA
2007,Cooking Mama,DS,68,"746,931","923,280",USA
2007,Crackdown,X360,45,"712,946","712,946",USA
2007,Mass Effect,X360,6,"709,764","709,764",USA
2007,Diddy Kong Racing DS,DS,47,"705,596","705,596",USA
2007,BioShock,X360,19,"694,088","694,088",USA
2007,Lost Planet: Extreme Condition,X360,51,"653,286","653,286",USA
2007,Assassin's Creed,PS3,7,"643,383","643,383",USA
2007,WarioWare: Smooth Moves,Wii,50,"611,164","611,164",USA
2007,Madden NFL 08,PS3,20,"577,387","577,387",USA
2007,Resistance: Fall of Man,PS3,59,"572,711","866,248",USA
2007,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,43,"570,577","570,577",USA
2007,Metroid Prime 3: Corruption,Wii,18,"558,763","558,763",USA
2007,Rock Band,X360,6,"530,690","530,690",USA
2007,Major League Baseball 2K7,X360,44,"523,706","523,706",USA
2007,Link's Crossbow Training,Wii,6,"508,442","508,442",USA
2007,NCAA Football 08,X360,24,"494,510","494,510",USA
2007,Star Wars Battlefront: Renegade Squadron,PSP,12,"483,669","483,669",USA
2007,Hannah Montana,DS,64,"480,243","810,547",USA
2007,Super Mario 64 DS,DS,162,"468,850","2,172,396",USA
2007,Mario Strikers Charged,Wii,22,"468,175","468,175",USA
2007,Mario Party DS,DS,6,"466,994","466,994",USA
2007,Animal Crossing: Wild World,DS,108,"461,851","1,434,032",USA
2007,WWE SmackDown vs Raw 2008,X360,7,"454,191","454,191",USA
2007,MySims,DS,15,"449,112","449,112",USA
2007,Carnival Games,Wii,18,"439,729","439,729",USA
2007,Rayman Raving Rabbids,Wii,59,"431,470","620,368",USA
2007,Grand Theft Auto: Liberty City Stories,PSP,114,"430,813","1,687,523",USA
2007,Big Brain Academy,DS,82,"430,506","1,128,365",USA
2007,Grand Theft Auto: Vice City Stories,PSP,61,"420,620","669,295",USA
2007,Tom Clancy's Rainbow Six: Vegas,X360,58,"418,558","863,783",USA
2007,Sonic and the Secret Rings,Wii,45,"417,264","417,264",USA
2007,Transformers: Autobots / Decepticons,DS,28,"411,265","411,265",USA
2007,Spectrobes,DS,43,"409,810","409,810",USA
2007,Guitar Hero III: Legends of Rock,PS3,9,"405,906","405,906",USA
2007,Need for Speed: ProStreet,X360,7,"403,039","403,039",USA
2007,Yoshi's Island DS,DS,59,"400,859","901,869",USA
2007,Madden NFL 08,Wii,20,"395,880","395,880",USA
2007,High School Musical: Makin' the Cut!,DS,20,"395,571","395,571",USA
2007,Resident Evil 4: Wii Edition,Wii,28,"386,208","386,208",USA
2007,Pokemon Ranger,DS,61,"378,722","823,042",USA
2007,Madden NFL 08,PSP,20,"375,556","375,556",USA
2007,Pokemon Battle Revolution,Wii,27,"370,820","370,820",USA
2007,NBA 2K8,X360,13,"357,257","357,257",USA
2007,MySims,Wii,15,"357,025","357,025",USA
2007,Fight Night Round 3,X360,97,"352,305","877,519",USA
2007,Skate,X360,16,"350,851","350,851",USA
2007,LEGO Star Wars: The Complete Saga,Wii,8,"349,546","349,546",USA
2007,Tiger Woods PGA Tour 07,Wii,42,"347,948","347,948",USA
2007,Midnight Club 3: DUB Edition,PSP,131,"345,273","952,517",USA
2007,Cooking Mama: Cook Off,Wii,41,"345,237","345,237",USA
2007,The Orange Box,X360,12,"336,690","336,690",USA
2007,Spider-Man 3,X360,35,"335,481","335,481",USA
2007,The Sims 2: Pets,DS,61,"328,817","566,644",USA
2007,Big Brain Academy: Wii Degree,Wii,29,"323,118","323,118",USA
2007,The Elder Scrolls IV: Oblivion,X360,93,"322,127","1,080,195",USA
2007,Need for Speed: Most Wanted 5-1-0,PSP,111,"321,985","933,234",USA
2007,The Elder Scrolls IV: Oblivion,PS3,41,"319,686","319,686",USA
2007,LEGO Star Wars: The Complete Saga,DS,8,"318,874","318,874",USA
2007,High School Musical: Sing It!,Wii,9,"316,237","316,237",USA
2007,Drawn to Life,DS,16,"315,876","315,876",USA
2007,Tiger Woods PGA Tour 08,X360,18,"301,358","301,358",USA
2007,Ratchet & Clank: Size Matters,PSP,46,"301,252","301,252",USA
2007,Sonic Rush,DS,111,"297,277","644,405",USA
2007,Mario Hoops 3 on 3,DS,68,"295,025","680,400",USA
2007,Kirby Squeak Squad,DS,56,"290,884","482,019",USA
2007,Flash Focus: Vision Training in Minutes a Day,DS,11,"277,293","277,293",USA
2007,Fight Night Round 3,PS3,56,"265,972","343,281",USA
2007,LEGO Star Wars II: The Original Trilogy,DS,68,"264,152","482,982",USA
2007,Call of Duty 3,X360,60,"263,003","990,963",USA
2007,Ratchet & Clank Future: Tools of Destruction,PS3,10,"260,419","260,419",USA
2007,Naruto: Ninja Council 3,DS,32,"256,692","256,692",USA
2007,Madden NFL 07,X360,71,"251,755","1,412,281",USA
2007,Rapala Tournament Fishing!,Wii,58,"249,993","298,893",USA
