Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2015,Call of Duty: Black Ops 3,PS4,9,3700540,3700540,USA
2015,Call of Duty: Black Ops 3,XOne,9,3255118,3255118,USA
2015,Star Wars: Battlefront (2015),PS4,7,2352056,2352056,USA
2015,Halo 5: Guardians,XOne,10,1986935,1986935,USA
2015,Fallout 4,PS4,8,1884388,1884388,USA
2015,Madden NFL 16,PS4,19,1870721,1870721,USA
2015,Fallout 4,XOne,8,1825477,1825477,USA
2015,NBA 2K16,PS4,14,1792818,1792818,USA
2015,Madden NFL 16,XOne,19,1671326,1671326,USA
2015,Uncharted: The Nathan Drake Collection,PS4,13,1486339,1486339,USA
2015,Star Wars: Battlefront (2015),XOne,7,1462792,1462792,USA
2015,Gears of War,XOne,19,1380928,1380928,USA
2015,Splatoon,WiiU,32,1359837,1359837,USA
2015,NBA 2K16,XOne,14,1349617,1349617,USA
2015,Batman: Arkham Knight,PS4,28,1255687,1255687,USA
2015,Grand Theft Auto V,PS4,59,1228340,2826577,USA
2015,Mortal Kombat X,PS4,38,1215232,1215232,USA
2015,Mario Kart 8,WiiU,84,1047352,2769821,USA
2015,Call of Duty: Black Ops 3,X360,9,999514,999514,USA
2015,Super Mario Maker,WiiU,17,976202,976202,USA
2015,Super Smash Bros. for Wii U,WiiU,59,972358,2258361,USA
2015,The Legend of Zelda: Majora's Mask 3D,3DS,47,969236,969236,USA
2015,Grand Theft Auto V,XOne,59,951161,1921956,USA
2015,Minecraft: Xbox 360 Edition,X360,135,930723,4778789,USA
2015,Metal Gear Solid V: The Phantom Pain,PS4,18,892091,892091,USA
2015,Pokemon Omega Ruby and Alpha Sapphire,3DS,59,847127,3369221,USA
2015,Mortal Kombat X,XOne,38,839795,839795,USA
2015,Bloodborne,PS4,41,798391,798391,USA
2015,Super Smash Bros. for Nintendo 3DS,3DS,66,779206,2855243,USA
2015,The Witcher 3: Wild Hunt,PS4,33,752048,752048,USA
2015,FIFA 16,PS4,15,742242,742242,USA
2015,Assassin's Creed: Unity,XOne,60,741251,2022361,USA
2015,Dying Light,PS4,49,728452,728452,USA
2015,Batman: Arkham Knight,XOne,28,724832,724832,USA
2015,The Elder Scrolls Online: Tamriel Unlimited,XOne,30,662310,662310,USA
2015,Call of Duty: Advanced Warfare,XOne,61,662146,2901325,USA
2015,Call of Duty: Advanced Warfare,PS4,61,651373,2529488,USA
2015,Battlefield: Hardline,XOne,42,634328,634328,USA
2015,Assassin's Creed Syndicate,PS4,11,632231,632231,USA
2015,Madden NFL 16,X360,19,626543,626543,USA
2015,Minecraft: Xbox One Edition,XOne,59,614572,1006316,USA
2015,Battlefield: Hardline,PS4,42,613363,613363,USA
2015,Halo: The Master Chief Collection,XOne,60,609817,1649091,USA
2015,FIFA 16,XOne,15,607730,607730,USA
2015,Dying Light,XOne,49,605742,605742,USA
2015,Mario Party 10,WiiU,42,591333,591333,USA
2015,Minecraft: PlayStation 3 Edition,PS3,86,589374,1612254,USA
2015,Grand Theft Auto V,X360,120,573422,8595153,USA
2015,MLB 15: The Show,PS4,40,572831,572831,USA
2015,Destiny: The Taken King,XOne,16,565348,565348,USA
2015,Destiny: The Taken King,PS4,16,563393,563393,USA
2015,The Elder Scrolls Online: Tamriel Unlimited,PS4,30,560172,560172,USA
2015,Monster Hunter 4 Ultimate,3DS,47,557939,557939,USA
2015,The Witcher 3: Wild Hunt,XOne,33,539191,539191,USA
2015,The Order 1866,PS4,46,522369,522369,USA
2015,Minecraft: PlayStation 4 Edition,PS4,65,510144,994561,USA
2015,The Last of Us Remastered,PS4,75,503449,1529634,USA
2015,NBA 2K16,X360,14,503103,503103,USA
2015,Yoshi's Woolly World,WiiU,12,498859,498859,USA
2015,Super Mario 3D World,WiiU,111,496017,1862843,USA
2015,Assassin's Creed Syndicate,XOne,11,482432,482432,USA
2015,Mario Kart 7,3DS,213,481972,4216971,USA
2015,NBA 2K15,XOne,65,476175,1211239,USA
2015,Call of Duty: Black Ops 3,PS3,9,464560,464560,USA
2015,Destiny,XOne,69,463267,1921089,USA
2015,Call of Duty: Advanced Warfare,X360,61,458462,2472678,USA
2015,Forza Motorsport 6,XOne,16,449065,449065,USA
2015,Destiny,PS4,69,448958,2239842,USA
2015,Grand Theft Auto V,PS3,120,425554,6281920,USA
2015,Legend of Zelda: Triforce Heroes,3DS,11,415209,415209,USA
2015,Madden NFL 16,PS3,19,415142,415142,USA
2015,Call of Duty: Ghosts,X360,113,404213,6110462,USA
2015,LEGO Jurassic World,X360,30,395445,395445,USA
2015,Pokemon X/Y,3DS,117,393372,4394905,USA
2015,Far Cry 4,PS4,59,390506,960605,USA
2015,Need for Speed (2015),PS4,9,388549,388549,USA
2015,Rare Replay,XOne,22,382568,382568,USA
2015,Assassin's Creed: Unity,PS4,60,370251,1024075,USA
2015,NBA 2K15,PS4,65,369747,1298329,USA
2015,FIFA 16,X360,15,369321,369321,USA
2015,NBA 2K15,X360,65,362487,1200235,USA
2015,Rise of the Tomb Raider,XOne,8,361793,361793,USA
2015,Animal Crossing: Happy Home Designer,3DS,15,357398,357398,USA
2015,Just Dance 2016,Wii,11,351471,351471,USA
2015,Animal Crossing: New Leaf,3DS,134,351240,1772371,USA
2015,Rainbow Six: Siege,XOne,5,341348,341348,USA
2015,New Super Mario Bros. 2,3DS,176,340881,3313718,USA
2015,Until Dawn,PS4,19,338270,338270,USA
2015,Just Cause 3,PS4,5,334048,334048,USA
2015,Call of Duty: Ghosts,PS3,113,329513,3706089,USA
2015,WWE 2K16,PS4,10,316560,316560,USA
2015,Fallout 4,PC,8,313222,313222,USA
2015,Final Fantasy Type-0 HD,PS4,42,312055,312055,USA
2015,Minecraft: Story Mode,X360,10,309843,309843,USA
2015,NBA 2K15,PS3,65,301902,768463,USA
2015,Pokemon Super Mystery Dungeon,3DS,7,301831,301831,USA
2015,Metal Gear Solid V: The Phantom Pain,XOne,18,298388,298388,USA
2015,Evolve,XOne,47,298081,298081,USA
2015,Xenoblade Chronicles X,WiiU,5,297881,297881,USA
2015,NHL 16,XOne,16,297319,297319,USA
