Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2018,Red Dead Redemption 2,PS4,10,4837639,4837639,USA
2018,Super Smash Bros. (2018),NS,4,3878968,3878968,USA
2018,Call of Duty: Black Ops IIII,PS4,12,3722869,3722869,USA
2018,Red Dead Redemption 2,XOne,10,3456086,3456086,USA
2018,Spider-Man (PS4),PS4,17,3350633,3350633,USA
2018,Call of Duty: Black Ops IIII,XOne,12,3006173,3006173,USA
2018,God of War (PS4),PS4,37,2604280,2604280,USA
2018,Mario Kart 8 Deluxe,NS,88,2286707,4646228,USA
2018,"Pokemon: Let's Go, Pikachu!",NS,7,1991540,1991540,USA
2018,Super Mario Party,NS,13,1954666,1954666,USA
2018,NBA 2K19,PS4,16,1558568,1558568,USA
2018,Madden NFL 19,PS4,21,1499387,1499387,USA
2018,Super Mario Odyssey,NS,62,1440747,4689146,USA
2018,The Legend of Zelda: Breath of the Wild,NS,96,1359256,4175528,USA
2018,NBA 2K19,XOne,16,1353112,1353112,USA
2018,Far Cry 5,PS4,40,1328038,1328038,USA
2018,Madden NFL 19,XOne,21,1221667,1221667,USA
2018,"Pokemon: Let's Go, Eevee!",NS,7,1122216,1122216,USA
2018,Assassin's Creed Odyssey,PS4,13,1085566,1085566,USA
2018,Far Cry 5,XOne,40,1050654,1050654,USA
2018,Battlefield V,XOne,6,962059,962059,USA
2018,Monster Hunter: World,PS4,49,945283,945283,USA
2018,Assassin's Creed Odyssey,XOne,13,835544,835544,USA
2018,MLB The Show 18,PS4,40,793127,793127,USA
2018,FIFA 19,PS4,14,772167,772167,USA
2018,Battlefield V,PS4,6,738277,738277,USA
2018,Spyro Reignited Trilogy,PS4,7,690876,690876,USA
2018,Kirby,NS,42,685612,685612,USA
2018,Forza Horizon 4,XOne,13,682179,682179,USA
2018,Splatoon 2,NS,76,681746,1744320,USA
2018,Grand Theft Auto V,XOne,215,659588,4326516,USA
2018,Pokemon: Ultra Sun and Ultra Moon,3DS,59,658199,2262826,USA
2018,Donkey Kong Country: Tropical Freeze,NS,35,652032,652032,USA
2018,Mario Tennis Aces,NS,28,651115,651115,USA
2018,Minecraft,NS,28,638872,638872,USA
2018,PlayerUnknown's Battlegrounds,XOne,55,634297,1182771,USA
2018,Grand Theft Auto V,PS4,215,626272,5571891,USA
2018,MineCraft,XOne,215,622414,2968724,USA
2018,Monster Hunter: World,XOne,49,614622,614622,USA
2018,Horizon: Zero Dawn,PS4,96,575925,2025209,USA
2018,Dragon Ball Fighter Z,PS4,49,557541,554541,USA
2018,Sea of Thieves,XOne,41,555888,555888,USA
2018,Shadow of the Tomb Raider,PS4,16,542454,542454,USA
2018,Call of Duty: WWII,PS4,61,540764,4299243,USA
2018,Fallout 76,XOne,7,538477,538477,USA
2018,FIFA 19,XOne,14,516412,516412,USA
2018,Detroit: Become Human,PS4,32,503122,503122,USA
2018,Fallout 76,PS4,7,482810,482810,USA
2018,Fortnite,XOne,76,469201,551798,USA
2018,Project Octopath Traveler,NS,25,452082,452082,USA
2018,Mario + Rabbids Kingdom Battle,NS,70,433315,1009994,USA
2018,Call of Duty: WWII,XOne,61,432545,3451194,USA
2018,Shadow of the Tomb Raider,XOne,16,423299,423299,USA
2018,Nintendo Labo: Toy-Con 01 Variety Kit,NS,37,408163,408163,USA
2018,Star Wars Battlefront II (2017),PS4,59,406077,1560173,USA
2018,SoulCalibur VI,PS4,11,404684,404684,USA
2018,Shadow of the Colossus,PS4,47,404110,404110,USA
2018,Crash Bandicoot N. Sane Trilogy,NS,27,400911,400911,USA
2018,Just Dance 2019,NS,10,396680,396680,USA
2018,EA Sports UFC 3,PS4,48,366815,366815,USA
