Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2016,Pokemon Sun/Moon,3DS,7,4339124,4339124,USA
2016,Uncharted (PS4),PS4,34,3257688,3257688,USA
2016,Battlefield 1,XOne,11,2547097,2547097,USA
2016,Call of Duty: Infinite Warfare,XOne,9,2254143,2254143,USA
2016,Call of Duty: Infinite Warfare,PS4,9,2178530,2178530,USA
2016,Call of Duty: Black Ops 3,PS4,61,1770825,5471365,USA
2016,Madden NFL 17,PS4,19,1755424,1755424,USA
2016,Battlefield 1,PS4,11,1650753,1650753,USA
2016,Madden NFL 17,XOne,19,1637304,1637304,USA
2016,Gears of War 4,XOne,12,1597737,1597737,USA
2016,NBA 2K17,PS4,16,1589307,1589307,USA
2016,Tom Clancy's The Division,XOne,43,1314948,1314948,USA
2016,Tom Clancy's The Division,PS4,43,1299471,1299471,USA
2016,Gears of War: Ultimate Edition,XOne,71,1239177,2600105,USA
2016,NBA 2K17,XOne,16,1128231,1128231,USA
2016,Final Fantasy XV,PS4,5,1127351,1127351,USA
2016,Grand Theft Auto V,PS4,111,1095097,3921674,USA
2016,MineCraft,XOne,111,1013734,1948050,USA
2016,Overwatch,PS4,32,987106,987106,USA
2016,FIFA 17,PS4,14,958841,958841,USA
2016,Grand Theft Auto V,XOne,111,875417,2797373,USA
2016,Call of Duty: Black Ops 3,XOne,61,848001,4103119,USA
2016,Overwatch,XOne,32,833712,833712,USA
2016,FIFA 17,XOne,14,824881,824881,USA
2016,Fire Emblem Fates,3DS,46,817960,817960,USA
2016,Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,111,790840,4160061,USA
2016,The Elder Scrolls V: Skyrim,PS4,10,777365,777365,USA
2016,Star Wars Battlefront (2015),XOne,59,738720,2201512,USA
2016,The Elder Scrolls V: Skyrim,XOne,10,722550,722550,USA
2016,MLB 16: The Show,PS4,40,693523,693523,USA
2016,Ratchet & Clank (2016),PS4,38,686408,686408,USA
2016,Halo 5: Guardians,XOne,62,676484,2563419,USA
2016,Forza Horizon 3,XOne,14,675799,675799,USA
2016,Mario Kart,3DS,265,641744,4858715,USA
2016,Doom (2016),PS4,34,624513,624513,USA
2016,No Man's Sky,PS4,21,622055,622055,USA
2016,Watch Dogs 2,PS4,7,621644,621644,USA
2016,Titanfall 2,XOne,10,620210,620210,USA
2016,PokÃÂ©mon X/Y,3DS,169,614501,5009406,USA
2016,Dark Souls III,PS4,38,612476,612476,USA
2016,Star Wars Battlefront (2015),PS4,59,600428,2952484,USA
2016,Fallout 4,XOne,60,598220,2423697,USA
2016,The Legend of Zelda: Twilight Princess HD,WiiU,44,589614,589614,USA
2016,Pokken Tournament,WiiU,42,584840,584840,USA
2016,Far Cry: Primal,PS4,45,555031,555031,USA
2016,MineCraft,PS4,117,545922,1336483,USA
2016,MineCraft,X360,187,536085,5314874,USA
2016,NBA 2K16,PS4,66,523291,2316109,USA
2016,Fallout 4,PS4,60,515834,2400222,USA
2016,Doom (2016),XOne,34,512383,512383,USA
2016,Uncharted: The Nathan Drake Collection,PS4,65,490655,1976994,USA
2016,NBA 2K16,XOne,66,477689,1827306,USA
2016,Tom Clancy's Rainbow Six: Siege,XOne,57,469059,810407,USA
2016,Mafia III,PS4,13,462353,462353,USA
2016,Far Cry: Primal,XOne,45,451056,451056,USA
2016,The Last of Us,PS4,127,448518,1978152,USA
2016,Dishonored 2,PS4,8,446885,446885,USA
2016,Final Fantasy XV,XOne,5,445446,445446,USA
2016,Titanfall 2,PS4,10,438311,438311,USA
2016,Watch Dogs 2,XOne,7,430649,430649,USA
2016,NHL 17,XOne,16,430167,430167,USA
2016,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,47,425084,425084,USA
2016,Minecraft,WiiU,0,404574,404574,USA
2016,Street Fighter V,PS4,46,389181,389181,USA
2016,Super Mario Maker,3DS,5,380834,380834,USA
2016,Rise of the Tomb Raider,PS4,12,360662,360662,USA
2016,Plants vs. Zombies: Garden Warfare 2,XOne,45,360149,360149,USA
2016,Forza Motorsport 6,XOne,68,355651,824716,USA
2016,Quantum Break,XOne,39,351204,351204,USA
2016,Dishonored 2,XOne,8,342788,342788,USA
2016,Just Dance 2017,Wii,10,338372,338372,USA
2016,Mafia III,XOne,13,335203,335203,USA
2016,MineCraft,PS3,138,329827,1942081,USA
2016,Dead Rising 4,XOne,4,317236,317236,USA
2016,Kirby: Planet Robobot,3DS,30,311762,311762,USA
2016,The Legend of Zelda: Ocarina of Time,3DS,289,302556,2058561,USA
2016,Grand Theft Auto V,X360,172,302010,8258163,USA
2016,Madden NFL 16,PS4,71,299243,2169964,USA
2016,FIFA 16,PS4,67,298146,1040388,USA
2016,Dark Souls III,XOne,38,294934,294934,USA
2016,Minecraft: Story Mode,X360,62,285659,595502,USA
2016,Tom Clancy's Rainbow Six: Siege,PS4,57,285093,551305,USA
2016,Madden NFL 17,X360,19,284655,284655,USA
2016,Paper Mario: Color Splash,WiiU,13,284424,284424,USA
2016,Dragon Ball: Xenoverse 2,PS4,10,278405,278405,USA
2016,Monster Hunter X,3DS,25,275437,275437,USA
2016,Overwatch,PC,32,273386,273386,USA
2016,EA Sports UFC 2,PS4,42,273009,273009,USA
2016,NBA 2K16,X360,66,271963,775066,USA
2016,LEGO Marvel's Avengers,PS4,49,270231,270231,USA
2016,MLB 16: The Show,PS3,40,266366,266366,USA
2016,The Last Guardian,PS4,4,261079,261079,USA
2016,Madden NFL 16,XOne,71,259910,1931236,USA
2016,The Witcher 3: Wild Hunt,PS4,85,259864,1071912,USA
2016,Batman: Arkham VR,PS4,12,257885,257885,USA
2016,The Sims 4,PC,122,255368,1023584,USA
2016,Batman: Arkham Knight,PS4,80,250006,1505693,USA
2016,Mortal Kombat X,PS4,90,243815,1459047,USA
2016,Destiny: The Taken King,XOne,68,228223,831571,USA
2016,NHL 17,PS4,16,228089,228089,USA
