Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area,Weeks Avg
2007,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,DS,66,327388,663226,Japan,10048.8787878788
2008,Mario & Sonic at the Olympic Games,Wii,59,222206,592872,Japan,10048.6779661017
2007,Monster Hunter Freedom,PSP,103,167445,1028189,Japan,9982.41747572816
2008,Professor Layton and the Curious Village,DS,99,201933,981934,Japan,9918.52525252525
2007,The Legend of Zelda: Twilight Princess,Wii,57,268405,558407,Japan,9796.61403508772
2008,Gran Turismo 5 Prologue,PS3,56,382005,545382,Japan,9738.96428571429
2011,Ninokuni: Shikkoku no Madoushi,DS,56,144749,539938,Japan,9641.75
2018,Yo-kai Watch Busters 2: Legend of the Secret Treasure Banbarayar - Sword/Magnum,3DS,55,109119,508050,Japan,9237.27272727273
2010,Resident Evil 5,PS3,96,363579,861636,Japan,8975.375
2007,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,56,299534,501115,Japan,8948.48214285714
2013,Call of Duty: Black Ops II,PS3,59,180998,527819,Japan,8946.08474576271
2016,Rhythm Heaven: The Best+,3DS,82,96356,729024,Japan,8890.53658536585
2012,Inazuma Eleven GO,3DS,55,192384,476222,Japan,8658.58181818182
2014,World Soccer Winning Eleven 2014,PS3,59,215929,498314,Japan,8446
2013,Dragon's Dogma,PS3,85,225413,715954,Japan,8422.98823529412
2011,pro evolution soccer 2011,PS3,62,135836,521439,Japan,8410.3064516129
2014,The Legend of Zelda: A Link Between Worlds,3DS,53,135948,432174,Japan,8154.22641509434
2013,Inazuma Eleven Go 2: Chrono Stone,3DS,56,144603,456052,Japan,8143.78571428571
2008,Taiko no Tatsujin DS: Touch de Dokodon!,DS,76,252044,594962,Japan,7828.44736842105
2012,Call of Duty: Modern Warfare 3,PS3,59,140790,456349,Japan,7734.72881355932
2008,Ganbaru Watashi no Kakei Diary,DS,78,194412,600127,Japan,7693.9358974359
2012,Dark Souls,PS3,67,124775,503793,Japan,7519.29850746269
2009,Magician's Quest: Mysterious Times,DS,60,173189,449759,Japan,7495.98333333333
2013,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,78,235743,579526,Japan,7429.82051282051
2012,Musou Orochi 2,PS3,54,124936,398723,Japan,7383.75925925926
2015,Kirby: Triple Deluxe,3DS,104,85535,765407,Japan,7359.68269230769
2013,Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!,3DS,79,221650,569426,Japan,7207.92405063291
2009,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,89,158664,641373,Japan,7206.43820224719
2017,Momotaro Dentetsu 2017: Tachiagare Nippon!!,3DS,54,180103,388983,Japan,7203.38888888889
2011,Tongari Boushi to Mahou no Otana,DS,60,149264,431292,Japan,7188.2
2017,Kirby: Planet Robobot,3DS,88,91875,611268,Japan,6946.22727272727
2017,Yakuza 6,PS4,56,68086,381630,Japan,6814.82142857143
2010,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,59,154266,399859,Japan,6777.27118644068
2013,Nintendo Land,WiiU,57,177202,386288,Japan,6776.98245614035
2013,Fantasy Life,3DS,54,235434,361382,Japan,6692.25925925926
2012,Nintendogs + cats,3DS,97,191804,646467,Japan,6664.60824742268
2018,Call of Duty: WWII,PS4,61,60737,399068,Japan,6542.09836065574
2011,Call of Duty: Black Ops,PS3,59,161600,385839,Japan,6539.64406779661
2014,Shingeki no Kyojin ~Hangeki no Tsubasa~,3DS,56,176427,361350,Japan,6452.67857142857
2012,Taiko no Tatsujin Wii: Ketteiban,Wii,58,188161,362439,Japan,6248.94827586207
2016,Call of Duty: Black Ops 3,PS4,61,100406,365133,Japan,5985.7868852459
2014,Final Fantasy X / X-2 HD Remaster,PS3,53,87600,313739,Japan,5919.60377358491
2009,Momotarou Dentetsu 20-Shuunen,DS,55,140731,322826,Japan,5869.56363636364
2018,Arms,NS,81,145541,467012,Japan,5765.58024691358
2008,Tales of Destiny,PS2,91,155439,523889,Japan,5757.02197802198
2010,Call of Duty: Modern Warfare 2,PS3,56,138129,317733,Japan,5673.80357142857
2013,Style Savvy: Trendsetters,3DS,67,119739,378953,Japan,5656.01492537313
2007,Nounai Aeshe: IQ Suppli DS,DS,54,214631,296988,Japan,5499.77777777778
2014,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,63,116300,337594,Japan,5358.63492063492
2009,Inazuma Eleven,DS,72,140048,378471,Japan,5256.54166666667
2014,Final Fantasy X / X-2 HD Remaster,PSV,53,87234,278122,Japan,5247.58490566038
2018,1-2-Switch,NS,96,164822,498007,Japan,5187.57291666667
2012,Go Vacation,Wii,63,136456,317831,Japan,5044.93650793651
2011,Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Wii,57,137933,285867,Japan,5015.21052631579
2009,Power Pro Kun Pocket 11,DS,55,132337,275027,Japan,5000.49090909091
2008,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,67,222333,326291,Japan,4870.01492537313
2011,pro evolution soccer 2011,PSP,59,163570,280283,Japan,4750.5593220339
2018,Pokken Tournament,NS,67,128107,316997,Japan,4731.29850746269
2017,Dark Souls III,PS4,93,90440,439130,Japan,4721.82795698925
2017,Minecraft,WiiU,80,114376,375932,Japan,4699.15
2018,Mario Party: The Top 100,3DS,53,193256,243379,Japan,4592.05660377359
2012,Pro Evolution Soccer 2012,PSP,61,116432,277888,Japan,4555.54098360656
2017,Miitopia,3DS,56,124711,249778,Japan,4460.32142857143
2012,Toriko: Gourmet Survival!,PSP,74,154348,328240,Japan,4435.67567567568
2015,Grand Theft Auto V,PS4,56,133123,246450,Japan,4400.89285714286
2018,Earth Defense Force 5,PS4,56,67941,239913,Japan,4284.16071428571
2018,Xenoblade Chronicles 2,NS,57,76696,240631,Japan,4221.59649122807
2018,Monster Hunter Double Cross,NS,71,67916,271692,Japan,3826.64788732394
2015,Dragon Ball Heroes: Ultimate Mission 2,3DS,74,98638,281949,Japan,3810.12162162162
2016,Disney Magic World 2,3DS,61,102703,220099,Japan,3608.18032786885
2018,Kirby: Battle Royale,3DS,57,77847,200017,Japan,3509.0701754386
2013,Magician's Quest: Town of Magic,3DS,55,117350,189946,Japan,3453.56363636364
2013,Aikatsu! Cinderella Lesson,3DS,60,112417,181649,Japan,3027.48333333333
2014,World Soccer Winning Eleven 2014,3DS,59,111987,175942,Japan,2982.06779661017
2016,Tom Clancy's Rainbow Six: Siege,PS4,56,114994,157033,Japan,2804.16071428571
2018,Pro Evolution Soccer 2018,PS4,68,55194,190059,Japan,2794.98529411765
2017,Sumikko Gurashi: Mura o Tsukurundesu,3DS,76,72987,211409,Japan,2781.69736842105
2018,Dragon Ball: Xenoverse 2,NS,69,94433,191604,Japan,2776.86956521739
2016,MineCraft,PS4,57,124890,155803,Japan,2733.38596491228
2018,Kingdom Hearts 1.5 + 2.5 Remix,PS4,95,86989,232701,Japan,2449.48421052632
2017,Jikkyou Powerful Pro Baseball Heroes,3DS,55,66416,133551,Japan,2428.2
2018,FIFA 18,NS,66,71769,131387,Japan,1990.71212121212
2018,Super Bomberman R,NS,96,52447,187081,Japan,1948.76041666667
2018,Sumikko Gurashi: Sumikko Park e Youkoso,NS,56,64066,98498,Japan,1758.89285714286
2018,"Snipperclips: Cut It Out, Together!",NS,96,66192,99683,Japan,1038.36458333333
2015,Hatsune Miku: Project Mirai 2,3DS,87,80359,80359,Japan,923.666666666667
