Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2010,Pokemon Black / White Version,DS,16,"5,050,908","5,050,908",Japan
2010,Monster Hunter Freedom 3,PSP,5,"3,762,348","3,762,348",Japan
2010,Wii Party,Wii,26,"1,682,199","1,682,199",Japan
2010,New Super Mario Bros. Wii,Wii,57,"1,455,548","4,202,418",Japan
2010,Dragon Quest VI: Realms of Revelation,DS,49,"1,341,074","1,341,074",Japan
2010,Dragon Quest Monsters: Joker 2,DS,36,"1,227,261","1,227,261",Japan
2010,Tomodachi Collection,DS,81,"1,047,336","3,552,501",Japan
2010,Super Mario Galaxy 2,Wii,32,"940,767","940,767",Japan
2010,Inazuma Eleven 3: Sekai e no Chousen!! Bomber / Spark,DS,27,"875,110","875,110",Japan
2010,Metal Gear Solid: Peace Walker,PSP,36,"834,992","834,992",Japan
2010,Super Mario All-Stars: Limited Edition,Wii,11,"824,575","824,575",Japan
2010,Wii Fit Plus,Wii,66,"799,263","2,216,637",Japan
2010,Kingdom Hearts: Birth by Sleep,PSP,52,"754,033","754,033",Japan
2010,Donkey Kong Country Returns,Wii,4,"674,144","674,144",Japan
2010,God Eater,PSP,48,"630,896","630,896",Japan
2010,Wii Sports Resort,Wii,80,"584,556","2,217,512",Japan
2010,Yakuza 4,PS3,42,"570,180","570,180",Japan
2010,Gran Turismo 5,PS3,6,"560,970","560,970",Japan
2010,Pokemon Ranger: Guardian Signs,DS,44,"552,887","552,887",Japan
2010,Fist of the North Star: Ken's Rage,PS3,41,"552,057","552,057",Japan
2010,Mario Kart Wii,Wii,143,"545,108","3,033,370",Japan
2010,MonHun Nikki: Poka Poka Ailu Mura,PSP,19,"522,719","522,719",Japan
2010,Mario Sports Mix,Wii,6,"499,732","499,732",Japan
2010,Monster Hunter Freedom Unite,PSP,145,"460,772","4,111,169",Japan
2010,pro evolution soccer 2011,PS3,10,"404,525","391,719",Japan
2010,Gods Eater Burst,PSP,10,"403,242","403,242",Japan
2010,Sengoku Basara: Samurai Heroes,PS3,23,"396,479","396,479",Japan
2010,Ninokuni: Shikkoku no Madoushi,DS,4,"395,189","395,189",Japan
2010,Kirby's Epic Yarn,Wii,12,"385,347","385,347",Japan
2010,Pokemon Heart Gold / Soul Silver Version,DS,69,"385,284","3,941,794",Japan
2010,New Super Mario Bros.,DS,241,"378,014","6,240,629",Japan
2010,Resident Evil 5,PS3,96,"363,579","861,636",Japan
2010,Hatsune Miku: Project Diva 2nd,PSP,23,"362,712","362,712",Japan
2010,Inazuma Eleven 3: Sekai e no Chousen!! The Ogre,DS,3,"346,158","346,158",Japan
2010,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,27,"324,659","324,659",Japan
2010,Tales of Graces f,PS3,5,"306,191","306,191",Japan
2010,AKB1/48: Idol to Koishitara...,PSP,2,"299,763","299,763",Japan
2010,Dynasty Warriors: Gundam 3,PS3,3,"290,691","290,691",Japan
2010,The Legend of Zelda: Spirit Tracks,DS,54,"288,279","716,183",Japan
2010,Dragon Quest Monsters: Battle Road Victory,Wii,25,"287,479","287,479",Japan
2010,Tongari Boushi to Mahou no Otana,DS,8,"282,028","282,028",Japan
2010,Kurohyou: Ryu ga Gotoku Shinshou,PSP,15,"277,838","277,838",Japan
2010,Art Academy,DS,29,"275,908","275,908",Japan
2010,One Piece: Gigant Battle!,DS,17,"269,062","269,062",Japan
2010,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,25,"263,675","263,675",Japan
2010,White Knight Chronicles II,PS3,26,"262,254","262,254",Japan
2010,A.C.E.: Another Century's Episode R,PS3,20,"259,832","259,832",Japan
2010,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,5,"256,728","256,728",Japan
