Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2007,Wii Sports,Wii,57,1983458,2560472,Japan
2007,Wii Play,Wii,57,1538780,2067534,Japan
2007,Monster Hunter Freedom 2,PSP,45,1503574,1503574,Japan
2007,Pokemon Mystery Dungeon: Explorers of Time / Darkness,DS,16,1320516,1320516,Japan
2007,Mario Party DS,DS,8,1261005,1261005,Japan
2007,New Super Mario Bros.,DS,84,1206795,5167150,Japan
2007,Mario Party 8,Wii,23,1107994,1107994,Japan
2007,Pokemon Diamond / Pearl Version,DS,67,1098082,5571774,Japan
2007,Brain Age 2: More Training in Minutes a Day,DS,105,1082191,4919577,Japan
2007,Dragon Quest IV: Chapters of the Chosen,DS,6,1021037,1021037,Japan
2007,Yoshi's Island DS,DS,43,1002362,1002362,Japan
2007,Mario Kart DS,DS,108,954324,2890022,Japan
2007,The Legend of Zelda: Phantom Hourglass,DS,27,886135,886135,Japan
2007,Wii Fit,Wii,5,878716,878716,Japan
2007,Animal Crossing: Wild World,DS,110,864274,4678977,Japan
2007,Dragon Quest Monsters: Joker,DS,53,860628,1487650,Japan
2007,Flash Focus: Vision Training in Minutes a Day,DS,31,797976,797976,Japan
2007,Professor Layton and the Curious Village,DS,46,780001,780001,Japan
2007,Crisis Core: Final Fantasy VII,PSP,16,771644,771644,Japan
2007,Super Mario Galaxy,Wii,9,770123,770123,Japan
2007,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,62,677852,1641406,Japan
2007,Brain Age: Train Your Brain in Minutes a Day,DS,137,661097,3821511,Japan
2007,Warriors Orochi,PS2,35,640393,640393,Japan
2007,Practise English!,DS,40,608119,608119,Japan
2007,Professor Layton and the Diabolical Box,DS,5,594481,594481,Japan
2007,English Training: Have Fun Improving Your Skills!,DS,101,585388,2234844,Japan
2007,Super Paper Mario,Wii,37,540784,540784,Japan
2007,Final Fantasy XII: Revenant Wings,DS,36,538884,538884,Japan
2007,Pro Evolution Soccer 2008,PS2,6,519556,519556,Japan
2007,Apollo Justice: Ace Attorney,DS,38,513194,513194,Japan
2007,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,25,494927,494927,Japan
2007,Super Robot Taisen OG: Original Generations,PS2,27,437416,437416,Japan
2007,WarioWare: Smooth Moves,Wii,57,430940,631646,Japan
2007,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,60,427179,646566,Japan
2007,Final Fantasy IV,DS,2,425476,425476,Japan
2007,Hot Shots Golf: Out of Bounds,PS3,23,419553,419553,Japan
2007,Grand Theft Auto: San Andreas,PS2,49,406032,406032,Japan
2007,Ganbaru Watashi no Kakei Diary,DS,25,405715,405715,Japan
2007,Final Fantasy Crystal Chronicles: Ring of Fates,DS,19,403813,403813,Japan
2007,Itadaki Street DS,DS,28,397296,397296,Japan
2007,Mario & Sonic at the Olympic Games,Wii,6,370666,370666,Japan
2007,Kotoba no Puzzle: Mojipittan DS,DS,42,367471,367471,Japan
2007,Dynasty Warriors 6,PS3,7,357906,357906,Japan
2007,Mario vs. Donkey Kong 2: March of the Minis,DS,38,352030,352030,Japan
2007,SD Gundam G Generation Spirits,PS2,5,343123,343123,Japan
2007,Taiko no Tatsujin DS: Touch de Dokodon!,DS,23,342918,342918,Japan
2007,Momotarou Dentetsu DS: Tokyo & Japan,DS,36,334386,334386,Japan
2007,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,DS,66,327388,663226,Japan
2007,Wario: Master of Disguise,DS,50,324878,324878,Japan
2007,Big Brain Academy: Wii Degree,Wii,36,318100,318100,Japan
2007,Samurai Warriors 2: Xtreme Legends (JP sales),PS2,19,318032,318032,Japan
2007,Dragon Ball Z: Budokai Tenkaichi 3,PS2,13,313610,739321,Japan
2007,Jikkyou Powerful Pro Yakyuu 14,PS2,24,309120,309120,Japan
