Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2012,Pokemon Black / White Version 2,DS,28,2908695,2908695,Japan
2012,Animal Crossing: Jump Out,3DS,8,2066259,2066259,Japan
2012,New Super Mario Bros. 2,3DS,23,1766962,1766962,Japan
2012,Dragon Quest Monsters: Terry's Wonderland 3D,3DS,31,928830,928830,Japan
2012,One Piece Pirate Musou,PS3,44,853624,853624,Japan
2012,Resident Evil 6,PS3,13,833381,833381,Japan
2012,Mario Kart 7,3DS,57,752702,1941940,Japan
2012,Monster Hunter 3G,3DS,56,727236,1713910,Japan
2012,Super Mario 3D Land,3DS,61,689681,1781900,Japan
2012,Mario Party 9,Wii,36,637263,637263,Japan
2012,Dragon Quest X,Wii,22,612888,612888,Japan
2012,Yakuza 5,PS3,4,516309,516309,Japan
2012,Dragon's Dogma,PS3,32,490541,490541,Japan
2012,Fire Emblem: Kakusei,3DS,37,480049,480049,Japan
2012,Tales of Xillia 2,PS3,9,423437,423437,Japan
2012,Paper Mario: Sticker Star,3DS,4,398838,398838,Japan
2012,Pro Evolution Soccer 2013,PS3,13,390466,390466,Japan
2012,New Super Mario Bros. U,WiiU,4,373556,373556,Japan
2012,Pokemon Mystery Dungeon: Magnagate and the Infinite Labyrinth,3DS,6,360202,360202,Japan
2012,Resident Evil: Operation Raccoon City,PS3,36,355030,355030,Japan
2012,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,39,352062,352062,Japan
2012,Pokemon + Nobunaga no Yabou,DS,42,351523,351523,Japan
2012,Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!,3DS,26,347776,347776,Japan
2012,Call of Duty: Black Ops II,PS3,6,346821,346821,Japan
2012,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,25,343783,343783,Japan
2012,Wii Sports Resort,Wii,184,343265,3148592,Japan
2012,Kingdom Hearts 3D: Dream Drop Distance,3DS,40,335508,335508,Japan
2012,Kid Icarus: Uprising,3DS,41,332051,332051,Japan
2012,Taiko no Tatsujin Wii: Super Deluxe Edition,Wii,5,320391,320391,Japan
2012,Inazuma Eleven Go 2: Chrono Stone,3DS,3,311449,311449,Japan
2012,Mario Tennis,3DS,32,304177,304177,Japan
2012,Resident Evil: Revelations,3DS,49,299597,299597,Japan
2012,Bravely Default: Flying Fairy,3DS,12,286612,286612,Japan
2012,SD Gundam G Generation: Overworld,PSP,14,279064,279064,Japan
2012,Dai-2-Ji Super Robot Taisen OG,PS3,5,263251,263251,Japan
2012,Style Savvy: Trendsetters,3DS,14,259214,259214,Japan
2012,Mario & Sonic at the London 2012 Olympic Games,3DS,44,252473,252473,Japan
2012,Persona 4: The Golden,PSV,29,248242,248242,Japan
2012,Armored Core V,PS3,49,241781,241781,Japan
2012,Harvest Moon: The Land of Origin,3DS,45,240902,240902,Japan
2012,Kirby's Dream Collection: Special Edition,Wii,24,240181,240181,Japan
2012,Tokyo Jungle,PS3,30,238785,238785,Japan
2012,One Piece: Romance Dawn - Bouken no Yoake,PSP,2,226250,226250,Japan
2012,Just Dance Wii 2,Wii,23,224667,224667,Japan
2012,Just Dance Wii,Wii,64,224404,681869,Japan
2012,Professor Layton vs Ace Attorney,3DS,5,224307,224307,Japan
2012,Persona 4: Arena,PS3,23,213732,213732,Japan
2012,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,23,213591,213591,Japan
