Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2011,Mario Kart 7,3DS,5,1189238,1189238,Japan
2011,Super Mario 3D Land,3DS,9,1092219,1092219,Japan
2011,Monster Hunter 3G,3DS,4,986674,986674,Japan
2011,Monster Hunter Freedom 3,PSP,57,846748,4609096,Japan
2011,Final Fantasy Type-0,PSP,10,753522,753522,Japan
2011,Final Fantasy XIII-2,PS3,3,716727,716727,Japan
2011,Rhythm Heaven,Wii,24,672161,672161,Japan
2011,Tales of Xillia,PS3,17,637940,637940,Japan
2011,Dragon Quest Monsters: Joker 2 Professional,DS,40,610286,610286,Japan
2011,Wii Sports Resort,Wii,132,587815,2805327,Japan
2011,Wii Party,Wii,78,554185,2236384,Japan
2011,Kirby's Return to Dreamland,Wii,10,532771,532771,Japan
2011,The Legend of Zelda: Ocarina of Time 3D,3DS,29,489758,489758,Japan
2011,Dynasty Warriors 7,PS3,43,462864,462864,Japan
2011,Dissidia 012: Duodecim Final Fantasy,PSP,44,460286,460286,Japan
2011,Monster Hunter Portable 3rd HD Ver.,PS3,19,457475,457475,Japan
2011,Just Dance Wii,Wii,12,457465,457465,Japan
2011,Nintendogs + cats,3DS,45,454663,454663,Japan
2011,Pokémon Black and White,DS,68,454312,5505220,Japan
2011,Kidou Senshi Gundam: Extreme VS,PS3,5,452195,452195,Japan
2011,Pro Evolution Soccer 2012,PS3,13,428297,428297,Japan
2011,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,38,423381,423381,Japan
2011,Yakuza: Dead Souls,PS3,30,420995,420995,Japan
2011,Dragon Quest 25 Shuunen Kinin: Famicom andamp;amp; Super Famicom Dragon Quest I-II-III,Wii,16,420825,420825,Japan
2011,Dark Souls,PS3,15,379655,379655,Japan
2011,Phantasy Star Portable 2: Infinity,PSP,45,370646,370646,Japan
2011,Mario Kart Wii,Wii,195,366012,3399382,Japan
2011,Danball Senki,PSP,29,365208,365208,Japan
2011,Professor Layton and the Mask of Miracle,3DS,45,354783,354783,Japan
2011,Kirby: Mass Attack,DS,22,352208,352208,Japan
2011,SD Gundam G Generation World,PSP,45,343096,343096,Japan
2011,AKB1/48: Idol to Guam de Koishitara...,PSP,13,341333,341333,Japan
2011,Donkey Kong Country Returns,Wii,56,337957,1012101,Japan
2011,Samurai Warriors 3Z,PS3,47,334517,334517,Japan
2011,Call of Duty: Modern Warfare 3,PS3,7,315559,315559,Japan
2011,The Legend of Zelda: Skyward Sword,Wii,6,301809,301809,Japan
2011,Inazuma Eleven GO,3DS,3,283838,283838,Japan
2011,Tales of the World: Radiant Mythology 3,PSP,47,281721,281721,Japan
2011,One Piece: Gigant Battle 2 Shin Sekai,DS,7,275453,275453,Japan
2011,Musou Orochi 2,PS3,2,273787,273787,Japan
