Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area,Weeks Avg
2014,Plants vs Zombies: Garden Warfare,X360,45,372459,372459,Europe,8276.866667
2010,Assassin's Creed: Bloodlines,PSP,59,372784,487990,Europe,8271.016949
2018,FIFA 18,NS,66,235734,545232,Europe,8261.090909
2016,Pokken Tournament,WiiU,42,343548,343548,Europe,8179.714286
2014,Assassin's Creed IV: Black Flag,XOne,59,317142,478735,Europe,8114.152542
2015,Battlefield: Hardline,XOne,42,337649,337649,Europe,8039.261905
2007,The Elder Scrolls IV: Oblivion,PS3,36,289073,289074,Europe,8029.833333
2007,World of Warcraft,PC,151,449671,1209839,Europe,8012.178808
2012,Uncharted: Golden Abyss,PSV,45,359247,359247,Europe,7983.266667
2009,100 Classic Books,DS,54,365945,430951,Europe,7980.574074
2018,MineCraft,XOne,215,276977,1714628,Europe,7975.013953
2011,Rugby World Cup 2011,X360,19,148543,151200,Europe,7957.894737
2016,Far Cry: Primal,XOne,45,357004,357004,Europe,7933.422222
2018,The Elder Scrolls V: Skyrim PSVR,PS4,59,238158,466322,Europe,7903.762712
2014,Titanfall,X360,39,307647,307647,Europe,7888.384615
2009,"Warhammer 40,000: Dawn of War II",PC,46,360785,360785,Europe,7843.152174
2007,Virtua Fighter 5,PS3,41,320082,320080,Europe,7806.829268
2014,Metal Gear Solid V: Ground Zeroes,PS4,42,326714,326714,Europe,7778.904762
2009,Sega Superstars Tennis,X360,94,401771,727923,Europe,7743.861702
2015,Evolve,PS4,47,362092,362092,Europe,7704.085106
2009,Street Fighter IV,X360,46,351973,351974,Europe,7651.608696
2017,NieR Automata,PS4,43,328657,328657,Europe,7643.186047
2018,Ni no Kuni II: Revenant Kingdom,PS4,41,310322,310322,Europe,7568.829268
2013,Ni no Kuni: Wrath of the White Witch,PS3,49,370121,370121,Europe,7553.489796
2017,Diablo III,PS4,176,269604,1326424,Europe,7536.5
2007,Tom Clancy's Rainbow Six: Vegas,X360,57,261861,428939,Europe,7525.245614
2016,TrackMania Turbo,PS4,41,305029,305029,Europe,7439.731707
2013,Crysis 3,PS3,46,341743,341743,Europe,7429.195652
2008,Super Monkey Ball: Banana Blitz,Wii,109,454579,803266,Europe,7369.412844
2016,The Legend of Zelda: Twilight Princess HD,WiiU,44,322460,322460,Europe,7328.636364
2017,LEGO City Undercover,PS4,39,285816,285816,Europe,7328.615385
2010,Aliens vs Predator,PS3,46,336133,336134,Europe,7307.26087
2017,Rocket League,XOne,80,277637,583311,Europe,7291.3875
2014,Final Fantasy X / X-2 HD Remaster,PS3,42,305891,305891,Europe,7283.119048
2014,The LEGO Movie Videogame,PS3,47,339309,339309,Europe,7219.340426
2016,DiRT Rally,PS4,39,280825,280825,Europe,7200.641026
2007,Hannah Montana,DS,64,325630,458274,Europe,7160.53125
2016,New Super Mario Bros. U,WiiU,214,288717,1520136,Europe,7103.439252
2010,Sonic Classic Collection,DS,43,304499,304499,Europe,7081.372093
2017,Hitman (2016),PS4,48,295230,334053,Europe,6959.4375
2016,Mario & Sonic at the Rio 2016 Olympic Games,3DS,39,270272,270272,Europe,6930.051282
2012,Mass Effect 3,PC,43,297984,297984,Europe,6929.860465
2007,Medal of Honor Heroes,PSP,58,311490,401048,Europe,6914.62069
2009,Junior Brain Trainer,DS,57,348095,392918,Europe,6893.298246
2014,Tomb Raider: Definitive Edition,PS4,49,337491,337491,Europe,6887.571429
2007,Call of Duty: Roads to Victory,PSP,40,273600,273600,Europe,6840
2017,Ni-Oh,PS4,47,320843,320843,Europe,6826.446809
2014,Yoshi's New Island,3DS,43,293169,293169,Europe,6817.883721
2017,LEGO Worlds,XOne,43,290382,290382,Europe,6753.069767
2007,Fight Night Round 3,PS3,41,276270,276275,Europe,6738.414634
2007,Need for Speed Carbon,Wii,56,288432,376282,Europe,6719.321429
2010,Aliens vs Predator,X360,46,305642,305642,Europe,6644.391304
2017,Persona 5,PS4,39,258445,258445,Europe,6626.794872
2014,Donkey Kong Country: Tropical Freeze,WiiU,46,304344,304344,Europe,6616.173913
2018,Sea of Thieves,XOne,41,267687,267687,Europe,6528.95122
2007,Sonic the Hedgehog,PS3,41,267491,267489,Europe,6524.121951
2018,Just Dance 2018,NS,62,243657,403844,Europe,6513.612903
2007,Need for Speed Carbon,PS3,41,266849,266848,Europe,6508.487805
2014,Thief,PS4,45,292622,292622,Europe,6502.711111
2007,Genji: Days of the Blade,PS3,41,264202,264204,Europe,6444
2010,The Sims 3: High-End Loft Stuff,PC,48,304857,304857,Europe,6351.1875
2009,Mystery Case Files: MillionHeir,DS,48,302141,302137,Europe,6294.520833
2010,Peppa Pig: The Game,DS,110,322827,688062,Europe,6255.109091
2012,SSX,PS3,44,274516,274516,Europe,6239
2007,Super Monkey Ball: Banana Blitz,Wii,56,271687,348686,Europe,6226.535714
2018,Kingdom Come: Deliverance,PS4,46,284634,284634,Europe,6187.695652
2016,Street Fighter V,PS4,46,283442,283442,Europe,6161.782609
2007,Sega Genesis Collection,PSP,48,287920,287921,Europe,5998.354167
2017,Super Bomberman R,NS,44,263082,263082,Europe,5979.136364
2014,Mario Party Island Tour,3DS,51,289900,303178,Europe,5944.666667
2018,LEGO Harry Potter Collection,PS4,115,244573,676699,Europe,5884.33913
2013,Dead Space 3,PS3,48,282253,282253,Europe,5880.270833
2013,Crysis 3,X360,46,268288,268288,Europe,5832.347826
2016,Mario Party 3D,3DS,155,291583,800890,Europe,5167.032258
2017,The Legend of Zelda: Ocarina of Time,3DS,342,269259,1706450,Europe,4989.619883
2011,Assassin's Creed: Brotherhood,PC,42,166829,203663,Europe,4849.119048
2018,Fortnite,PS4,76,295180,321369,Europe,4228.539474
