Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area,Weeks Avg
2018,Overwatch,PS4,136,619118,4536011,Global,33353.0220588235
2014,Diablo III,PC,138,1247310,4573618,Global,33142.1594202899
2008,Resistance: Fall of Man,PS3,113,1196752,3635814,Global,32175.3451327434
2017,Tom Clancy's Rainbow Six: Siege,PS4,109,1175561,3493876,Global,32053.9082568807
2016,MineCraft,XOne,111,1777471,3545953,Global,31945.5225225225
2008,Grand Theft Auto: Vice City Stories,PSP,114,1384830,3610332,Global,31669.5789473684
2009,Professor Layton and the Curious Village,DS,151,2516692,4418602,Global,29262.2649006623
2009,LEGO Star Wars: The Complete Saga,Wii,113,1293591,3267250,Global,28913.7168141593
2009,LEGO Star Wars: The Complete Saga,DS,113,1113816,3265720,Global,28900.1769911504
2016,The Sims 4,PC,122,895822,3377163,Global,27681.6639344262
2009,Professor Layton and the Diabolical Box,DS,110,1904350,2785996,Global,25327.2363636364
2008,Cooking Mama,DS,146,1251843,3656855,Global,25046.9520547945
2008,Daxter,PSP,147,1148903,3203980,Global,21795.7823129252
2017,Tom Clancy's Rainbow Six: Siege,XOne,109,681578,2169112,Global,19900.1100917431
2016,MineCraft,PSV,112,728389,2199493,Global,19638.3303571429
2007,Sonic Rush,DS,111,1017130,2148865,Global,19359.1441441441
2008,Personal Trainer: Cooking,DS,129,1507682,2464644,Global,19105.7674418605
2018,PlayStation VR Worlds,PS4,116,1074863,2162086,Global,18638.6724137931
2007,Midnight Club 3: DUB Edition,PSP,131,706446,2288077,Global,17466.2366412214
2018,Rocket League,PS4,132,584344,2017745,Global,15285.946969697
2013,Ni no Kuni: Wrath of the White Witch,PS3,112,980845,1179788,Global,10533.8214285714
