Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2017,FIFA 18,PS4,14,7522953,7522953,Europe
2017,Call of Duty: WWII,PS4,9,5394390,5394390,Europe
2017,Crash Bandicoot N. Sane Trilogy,PS4,27,2179155,2179155,Europe
2017,Mario Kart 8 Deluxe,NS,36,2178164,2178164,Europe
2017,Super Mario Odyssey,NS,10,2161617,2161617,Europe
2017,Horizon: Zero Dawn,PS4,44,1998512,1998512,Europe
2017,Gran Turismo Sport,PS4,11,1783358,1783358,Europe
2017,Grand Theft Auto V,PS4,163,1771657,8519517,Europe
2017,The Legend of Zelda: Breath of the Wild,NS,44,1769452,1769452,Europe
2017,FIFA 18,XOne,14,1670188,1670188,Europe
2017,Call of Duty: WWII,XOne,9,1662719,1662719,Europe
2017,Assassin's Creed Origins,PS4,10,1604956,1604956,Europe
2017,Star Wars Battlefront II (2017),PS4,7,1537197,1537197,Europe
2017,Tom Clancy's Ghost Recon Wildlands,PS4,43,1230993,1230993,Europe
2017,Pokemon: Ultra Sun and Ultra Moon,3DS,7,1211875,1211875,Europe
2017,Destiny 2,PS4,17,1206114,1206114,Europe
2017,Resident Evil VII: Biohazard,PS4,49,1097116,1097116,Europe
2017,Uncharted: The Lost Legacy,PS4,19,1076457,1076457,Europe
2017,Pokemon Sun/Moon,3DS,58,1019736,4284752,Europe
2017,Call of Duty: Infinite Warfare,PS4,61,973816,3641469,Europe
2017,FIFA 17,PS4,66,884206,7915687,Europe
2017,Splatoon 2,NS,24,883870,883870,Europe
2017,Need for Speed: Payback,PS4,8,777369,777369,Europe
2017,Forza Horizon 3,XOne,66,757513,1788956,Europe
2017,Assassin's Creed Origins,XOne,10,732132,732132,Europe
2017,1-2-Switch,NS,44,698664,698664,Europe
2017,Mario + Rabbids Kingdom Battle,NS,18,648463,648463,Europe
2017,Middle-Earth: Shadow of War,PS4,12,638002,638002,Europe
2017,Mass Effect: Andromeda,PS4,41,637850,637850,Europe
2017,For Honor,PS4,46,635184,635184,Europe
2017,Grand Theft Auto V,XOne,163,608591,2867211,Europe
2017,Battlefield 1,PS4,63,586874,3598144,Europe
2017,Overwatch,PS4,84,576916,1572918,Europe
2017,Tom Clancy's Rainbow Six: Siege,PS4,109,569746,1789650,Europe
2017,LEGO Worlds,PS4,43,560157,560157,Europe
2017,Tekken 7,PS4,31,552368,552368,Europe
2017,MineCraft,PS4,170,550276,2662414,Europe
2017,Fallout 4,PS4,112,541853,3624164,Europe
2017,Forza Motorsport 7,XOne,13,532434,532434,Europe
2017,Mario Kart,3DS,318,501430,4925101,Europe
2017,Uncharted (PS4),PS4,86,497923,3704859,Europe
2017,WWE 2K18,PS4,11,471076,471076,Europe
2017,Injustice 2,PS4,33,466112,466112,Europe
2017,PlayStation VR Worlds,PS4,64,453536,600679,Europe
2017,NBA 2K18,PS4,16,450470,450470,Europe
2017,Rocket League,PS4,80,449208,987538,Europe
2017,Star Wars Battlefront II (2017),XOne,7,443537,443537,Europe
2017,Tom Clancy's Ghost Recon Wildlands,XOne,43,437800,437800,Europe
2017,Wolfenstein II: The New Colossus,PS4,10,437196,437196,Europe
2017,Prey (2017),PS4,35,434528,434528,Europe
2017,Miitopia,3DS,23,431825,431825,Europe
2017,South Park: The Fractured But Whole,PS4,11,426638,426638,Europe
2017,F1 2017,PS4,19,421275,421275,Europe
2017,The Witcher 3: Wild Hunt,PS4,137,419920,2579068,Europe
2017,The Elder Scrolls V: Skyrim,PS4,62,415413,1264072,Europe
2017,New Super Mario Bros. 2,3DS,281,396399,3865325,Europe
2017,Watch Dogs 2,PS4,59,392334,1702125,Europe
2017,Super Mario Maker,3DS,57,383405,899830,Europe
2017,Destiny 2,XOne,17,382207,382207,Europe
2017,The Legend of Zelda: Breath of the Wild,WiiU,44,381291,381291,Europe
2017,Dishonored 2,PS4,60,374117,982867,Europe
2017,The Sims 4,PS4,7,367783,367783,Europe
2017,Doom (2016),PS4,86,360720,1203127,Europe
2017,Arms,NS,29,348546,348546,Europe
2017,The Sims 4,PC,174,336199,2345654,Europe
2017,Kingdom Hearts 1.5 + 2.5 Remix,PS4,40,332285,332285,Europe
2017,MineCraft,XOne,163,331552,1437651,Europe
2017,Final Fantasy XV,PS4,57,330848,1457002,Europe
2017,NieR Automata,PS4,43,328657,328657,Europe
2017,FIFA 18,PS3,14,328397,328397,Europe
2017,PokÃÂ©mon X/Y,3DS,221,327723,5035582,Europe
2017,Call of Duty: Infinite Warfare,XOne,61,327122,1386704,Europe
2017,Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,162,322708,3949805,Europe
2017,Ni-Oh,PS4,47,320843,320843,Europe
2017,Overwatch,XOne,84,313257,716232,Europe
2017,Final Fantasy XII: The Zodiac Age,PS4,25,310875,310875,Europe
2017,FIFA 18,NS,14,309498,309498,Europe
2017,The Evil Within II,PS4,12,309251,309251,Europe
2017,Mafia III,PS4,65,304059,1644277,Europe
2017,Hidden Agenda,PS4,10,298906,298906,Europe
2017,Hitman (2016),PS4,48,295230,334053,Europe
2017,FIFA 17,XOne,66,291663,2398873,Europe
2017,LEGO Worlds,XOne,43,290382,290382,Europe
2017,LEGO City Undercover,PS4,39,285816,285816,Europe
2017,Madden NFL 18,PS4,19,285655,285655,Europe
2017,Farpoint,PS4,33,283641,283641,Europe
2017,The Last of Us,PS4,179,278139,2568654,Europe
2017,Rocket League,XOne,80,277637,583311,Europe
2017,Pro Evolution Soccer 2018,PS4,16,276090,276090,Europe
2017,WipEout Omega Collection,PS4,30,271998,271998,Europe
2017,Diablo III,PS4,176,269604,1326424,Europe
2017,The Legend of Zelda: Ocarina of Time,3DS,342,269259,1706450,Europe
2017,Super Bomberman R,NS,44,263082,263082,Europe
2017,Xenoblade Chronicles 2,NS,5,260348,260348,Europe
2017,Persona 5,PS4,39,258445,258445,Europe
2017,Pokken Tournament,NS,15,258081,258081,Europe
2017,Knowledge is Power,PS4,10,255588,255588,Europe
2017,DiRT 4,PS4,30,254280,254280,Europe
2017,Project CARS 2,PS4,15,249910,249910,Europe
2017,PlayerUnknown's Battlegrounds,XOne,3,248909,248909,Europe
