Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2007,Wii Sports,Wii,56,"4,530,522","5,165,135",Europe
2007,Nintendogs,DS,117,"2,799,944","7,540,228",Europe
2007,Pokemon Diamond / Pearl Version,DS,23,"2,671,343","2,671,342",Europe
2007,Brain Age: Train Your Brain in Minutes a Day,DS,82,"2,613,603","4,156,160",Europe
2007,Brain Age 2: More Training in Minutes a Day,DS,27,"2,298,338","2,298,338",Europe
2007,Wii Play,Wii,56,"1,933,370","2,146,174",Europe
2007,New Super Mario Bros.,DS,79,"1,614,737","3,086,978",Europe
2007,Halo 3,X360,14,"1,444,548","1,444,546",Europe
2007,Cooking Mama,DS,56,"1,052,237","1,052,237",Europe
2007,Mario & Sonic at the Olympic Games,Wii,6,"1,023,539","1,023,538",Europe
2007,Super Mario Galaxy,Wii,7,"987,997","987,997",Europe
2007,The Legend of Zelda: Phantom Hourglass,DS,11,"982,037","982,036",Europe
2007,Resistance: Fall of Man,PS3,41,"942,431","942,433",Europe
2007,Big Brain Academy,DS,78,"941,553","1,397,244",Europe
2007,Call of Duty 4: Modern Warfare,X360,8,"938,300","938,302",Europe
2007,MotorStorm,PS3,41,"917,575","917,573",Europe
2007,Mario Kart DS,DS,110,"868,669","2,611,327",Europe
2007,MySims,DS,15,"777,825","777,826",Europe
2007,World of Warcraft: The Burning Crusade,PC,50,"775,161","775,160",Europe
2007,Animal Crossing: Wild World,DS,92,"773,377","1,942,608",Europe
2007,Mario Party 8,Wii,28,"768,475","768,474",Europe
2007,Assassin's Creed,PS3,7,"764,865","764,866",Europe
2007,Assassin's Creed,X360,7,"764,551","764,550",Europe
2007,The Legend of Zelda: Twilight Princess,Wii,56,"712,250","1,134,162",Europe
2007,Big Brain Academy: Wii Degree,Wii,24,"697,783","697,783",Europe
2007,Call of Duty 4: Modern Warfare,PS3,8,"683,809","683,810",Europe
2007,Forza Motorsport 2,X360,30,"683,645","683,645",Europe
2007,Worldwide Soccer Manager 2008,PC,11,"682,589","682,589",Europe
2007,FIFA Soccer 08,PS3,14,"650,396","650,397",Europe
2007,Pro Evolution Soccer 2008,PS3,10,"594,574","594,572",Europe
2007,Grand Theft Auto: Vice City Stories,PSP,61,"584,747","912,025",Europe
2007,Sonic Rush,DS,111,"573,960","1,196,041",Europe
2007,FIFA Soccer 08,X360,14,"553,468","553,467",Europe
2007,Pro Evolution Soccer 2008,X360,10,"533,940","533,939",Europe
2007,Flash Focus: Vision Training in Minutes a Day,DS,6,"500,268","500,268",Europe
2007,Gears of War,X360,59,"496,486","1,246,488",Europe
2007,Super Mario 64 DS,DS,147,"488,080","1,683,862",Europe
2007,Sonic and the Secret Rings,Wii,44,"486,439","486,438",Europe
2007,BioShock,X360,19,"482,596","482,594",Europe
2007,Mario Strikers Charged,Wii,32,"474,083","474,084",Europe
2007,WarioWare: Smooth Moves,Wii,51,"474,005","474,003",Europe
2007,Bratz: Forever Diamondz,DS,59,"460,788","661,773",Europe
2007,High School Musical: Makin' the Cut!,DS,11,"453,629","453,627",Europe
2007,World of Warcraft,PC,151,"449,671","1,209,839",Europe
2007,Need for Speed: ProStreet,PS3,6,"447,192","447,191",Europe
2007,Clubhouse Games,DS,66,"443,582","570,732",Europe
2007,FIFA Soccer 08,PSP,14,"439,810","439,811",Europe
2007,Super Paper Mario,Wii,16,"435,302","435,301",Europe
2007,Viva Pinata,X360,57,"435,012","517,601",Europe
