Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2016,FIFA 17,PS4,14,7031481,7031481,Europe
2016,Pokemon Sun/Moon,3DS,6,3265016,3265016,Europe
2016,Uncharted (PS4),PS4,34,3206936,3206936,Europe
2016,Battlefield 1,PS4,11,3011270,3011270,Europe
2016,Call of Duty: Infinite Warfare,PS4,9,2667653,2667653,Europe
2016,Grand Theft Auto V,PS4,111,2124310,6839864,Europe
2016,FIFA 17,XOne,14,2107210,2107210,Europe
2016,Tom Clancy's The Division,PS4,43,1823862,1823862,Europe
2016,Far Cry: Primal,PS4,45,1377935,1377935,Europe
2016,Mafia III,PS4,13,1340218,1340218,Europe
2016,Call of Duty: Black Ops 3,PS4,61,1339608,5828664,Europe
2016,Watch Dogs 2,PS4,7,1309791,1309791,Europe
2016,Final Fantasy XV,PS4,5,1303699,1303699,Europe
2016,Call of Duty: Infinite Warfare,XOne,9,1059582,1059582,Europe
2016,Battlefield 1,XOne,11,1039515,1039515,Europe
2016,Forza Horizon 3,XOne,14,1031443,1031443,Europe
2016,Overwatch,PS4,32,996002,996002,Europe
2016,FIFA 16,PS4,67,945056,5742885,Europe
2016,Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,110,923152,3708297,Europe
2016,Ratchet & Clank (2016),PS4,37,852792,852792,Europe
2016,The Elder Scrolls V: Skyrim,PS4,10,848659,848659,Europe
2016,No Man's Sky,PS4,21,842129,842129,Europe
2016,Doom (2016),PS4,34,840058,840058,Europe
2016,FIFA 17,PS3,14,816983,816983,Europe
2016,Star Wars Battlefront (2015),PS4,59,812053,3055436,Europe
2016,Rise of the Tomb Raider,PS4,12,803480,803480,Europe
2016,PokÃÂ©mon X/Y,3DS,169,793636,4837996,Europe
2016,Fallout 4,PS4,60,742835,3082311,Europe
2016,Tom Clancy's The Division,XOne,43,731675,731675,Europe
2016,MineCraft,PS4,118,701046,2126819,Europe
2016,Farming Simulator 17,PC,10,700797,700797,Europe
2016,Grand Theft Auto V,XOne,111,680370,2315170,Europe
2016,Gears of War 4,XOne,12,670280,670280,Europe
2016,Dishonored 2,PS4,8,608750,608750,Europe
2016,Lego Star Wars: The Force Awakens,PS4,27,601249,601249,Europe
2016,Youkai Watch,3DS,36,575025,575025,Europe
2016,Mario Kart,3DS,266,568958,4423671,Europe
2016,EA Sports UFC 2,PS4,42,565019,565019,Europe
2016,Tom Clancy's Rainbow Six: Siege,PS4,57,561143,1175530,Europe
2016,The Witcher 3: Wild Hunt,PS4,85,556793,2159148,Europe
2016,The Sims 4,PC,122,551580,2009455,Europe
2016,Rocket League,PS4,28,538330,538330,Europe
