Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2011,Call of Duty: Modern Warfare 3,PS3,8,3852615,3852615,Europe
2011,Call of Duty: Modern Warfare 3,X360,8,3497745,3497745,Europe
2011,Just Dance 3,Wii,12,2462479,2462479,Europe
2011,FIFA Soccer 12,PS3,14,2336326,3168266,Europe
2011,FIFA 12,X360,14,1784971,2143929,Europe
2011,Battlefield 3,PS3,10,1726638,1726638,Europe
2011,The Elder Scrolls V: Skyrim,X360,8,1532879,1532879,Europe
2011,Battlefield 3,X360,10,1449630,1449630,Europe
2011,Uncharted 3: Drake's Deception,PS3,9,1355163,1355163,Europe
2011,Assassin's Creed: Revelations,PS3,7,1281808,1281808,Europe
2011,The Elder Scrolls V: Skyrim,PS3,8,1158289,1158289,Europe
2011,Super Mario 3D Land,3DS,7,1095370,1095370,Europe
2011,Assassin's Creed: Revelations,X360,7,1057256,1057256,Europe
2011,Professor Layton and the Spectre's Call,DS,6,1032906,1032906,Europe
2011,Mario Kart 7,3DS,5,1016637,1016637,Europe
2011,Forza Motorsport 4,X360,12,1009164,1009164,Europe
2011,Mario andamp;amp; Sonic at the London 2012 Olympic Games,Wii,7,987638,987638,Europe
2011,Batman: Arkham City,PS3,11,954096,954096,Europe
2011,Gears of War 3,X360,15,944563,1270469,Europe
2011,The Elder Scrolls V: Skyrim,PC,8,915670,915670,Europe
2011,Zumba Fitness,Wii,40,871648,1710752,Europe
2011,The Legend of Zelda: Skyward Sword,Wii,7,847218,847218,Europe
2011,Mario Kart Wii,Wii,195,845067,11515250,Europe
2011,Kinect Adventures!,X360,60,838715,3380659,Europe
2011,Battlefield 3,PC,10,808787,808787,Europe
2011,Saints Row: The Third,X360,7,759164,759164,Europe
2011,Batman: Arkham City,X360,11,748942,748942,Europe
2011,Football Manager 2012,PC,11,716208,716208,Europe
2011,Need for Speed: The Run,PS3,7,646270,646270,Europe
2011,Call of Duty: Modern Warfare 3,PC,8,610232,610232,Europe
2011,Wii Party,Wii,65,570498,2861180,Europe
2011,Skylanders: Spyro's Adventure,Wii,12,556659,556659,Europe
2011,Saints Row: The Third,PS3,7,545007,545007,Europe
2011,Anno 2070,PC,7,525184,525184,Europe
2011,Wii Sports Resort,Wii,128,524528,10244251,Europe
2011,Wii Sports,Wii,265,515259,27741598,Europe
2011,The Sims 3 (Mobile Versions),PC,11,513895,513895,Europe
2011,Star Wars: The Old Republic,PC,2,510387,510387,Europe
2011,Pro Evolution Soccer 2012,PS3,12,498519,780836,Europe
2011,Moshi Monsters: Moshling Zoo,DS,8,497234,497234,Europe
2011,F1 2011,PS3,15,431057,508218,Europe
2011,Halo: Combat Evolved Anniversary,X360,7,405252,405252,Europe
2011,Michael Jackson: The Experience,Wii,58,405027,1186660,Europe
2011,Kinect Sports: Season Two,X360,10,404189,404189,Europe
2011,Gran Turismo 5,PS3,58,400758,3570726,Europe
2011,Need for Speed: The Run,X360,7,394737,394737,Europe
2011,Wii Fit Plus,Wii,114,394414,7495706,Europe
2011,Rage,X360,13,377293,377293,Europe
2011,New Super Mario Bros. Wii,Wii,111,376054,5883058,Europe
2011,Nintendogs + cats,3DS,41,331759,599219,Europe
2011,Rage,PS3,13,319076,319076,Europe
2011,New Super Mario Bros.,DS,288,314917,8473717,Europe
2011,Resistance 3,PS3,17,302988,363021,Europe
2011,F1 2011,X360,15,302187,344633,Europe
2011,Deus Ex: Human Revolution,X360,19,286231,320878,Europe
2011,Dead Island,X360,17,284899,344740,Europe
2011,Deus Ex: Human Revolution,PS3,19,277419,359856,Europe
2011,FIFA Soccer 12,Wii,14,266355,282368,Europe
2011,Just Dance 2,Wii,64,265435,2609570,Europe
2011,The Legend of Zelda: Ocarina of Time 3D,3DS,29,265000,583020,Europe
2011,Kinect Sports,X360,60,261668,1207955,Europe
2011,Sonic Generations,PS3,9,250792,250792,Europe
2011,Pokémon Black and White,DS,44,250518,2498354,Europe
2011,WWE '12,PS3,6,248447,248447,Europe
2011,Zumba Fitness 2,Wii,6,246014,246014,Europe
2011,Dead Island,PS3,17,242465,344480,Europe
2011,WWE '12,X360,6,241912,241912,Europe
2011,ABBA: You Can Dance,Wii,6,239098,239098,Europe
2011,Driver: San Francisco,PS3,18,231579,268185,Europe
2011,The Sims 3,PC,135,230397,2130246,Europe
2011,Go Vacation,Wii,9,220401,220401,Europe
2011,Just Dance 3,X360,12,210937,210937,Europe
2011,Sonic Generations,X360,9,205114,205114,Europe
2011,Dance Central 2,X360,11,200680,200680,Europe
2011,Mario Kart DS,DS,319,199057,6876158,Europe
2011,Dance Central,X360,60,198280,652824,Europe
2011,Assassin's Creed: Brotherhood,PS3,59,188260,1657059,Europe
2011,FIFA Soccer 12,PC,14,187465,189939,Europe
2011,DanceStar Party,PS3,11,184845,184845,Europe
2011,uDraw Studio,Wii,44,184351,404878,Europe
2011,Driver: San Francisco,X360,18,177618,185227,Europe
2011,Pro Evolution Soccer 2012,X360,12,175962,269690,Europe
2011,LEGO Harry Potter: Years 5-7,Wii,7,175103,175103,Europe
2011,Art Academy,DS,74,174589,1486153,Europe
2011,LEGO Pirates of the Caribbean: The Video Game,Wii,34,174270,405894,Europe
2011,Sports Champions,PS3,68,173360,812444,Europe
2011,Skylanders: Spyro's Adventure,X360,12,173010,173010,Europe
2011,Just Dance Kids,Wii,9,169835,364763,Europe
2011,Dark Souls,PS3,13,169664,169664,Europe
2011,Assassin's Creed: Brotherhood,PC,42,166829,203663,Europe
2011,Red Dead Redemption,PS3,85,164673,1699262,Europe
2011,Goldeneye 007: Reloaded,PS3,9,161539,161539,Europe
2011,Assassin's Creed: Brotherhood,X360,59,159525,1329416,Europe
2011,Assassin's Creed: Revelations,PC,5,156669,156669,Europe
2011,Disney Universe,Wii,10,156477,156477,Europe
2011,Just Dance,Wii,110,153614,2795819,Europe
2011,Cars 2,DS,24,153115,208892,Europe
2011,StarCraft II: Wings of Liberty,PC,75,151599,957266,Europe
2011,Need for Speed: The Run,PC,7,151571,151571,Europe
2011,Rugby World Cup 2011,X360,19,148543,151200,Europe
