Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2009,Wii Sports,Wii,161,"6,773,140","20,011,195",Europe
2009,Wii Sports Resort,Wii,24,"4,742,320","4,742,320",Europe
2009,Wii Fit,Wii,89,"3,259,865","7,969,161",Europe
2009,Mario Kart Wii,Wii,91,"2,898,616","7,774,381",Europe
2009,Wii Fit Plus,Wii,10,"2,828,989","2,828,990",Europe
2009,New Super Mario Bros. Wii,Wii,7,"2,291,441","2,291,440",Europe
2009,Call of Duty: Modern Warfare 2,X360,8,"2,261,725","2,261,725",Europe
2009,Call of Duty: Modern Warfare 2,PS3,8,"2,213,839","2,213,839",Europe
2009,Wii Play,Wii,161,"2,135,405","8,465,739",Europe
2009,FIFA Soccer 10,PS3,14,"1,977,597","1,977,598",Europe
2009,Professor Layton and the Curious Village,DS,61,"1,508,858","1,984,672",Europe
2009,Brain Age: Train Your Brain in Minutes a Day,DS,187,"1,434,876","8,389,728",Europe
2009,FIFA Soccer 10,X360,14,"1,425,066","1,425,065",Europe
2009,Pokemon Platinum Version,DS,33,"1,405,063","1,405,062",Europe
2009,Mario Kart DS,DS,215,"1,365,638","5,808,387",Europe
2009,The Sims 3,PC,31,"1,223,662","1,223,660",Europe
2009,Professor Layton and the Diabolical Box,DS,15,"1,215,169","1,215,167",Europe
2009,Mario & Sonic at the Olympic Winter Games,Wii,12,"1,195,180","1,195,179",Europe
2009,New Super Mario Bros.,DS,184,"1,169,737","6,040,251",Europe
2009,Assassin's Creed II,PS3,7,"1,103,670","1,103,669",Europe
2009,Uncharted 2: Among Thieves,PS3,12,"1,026,805","1,026,804",Europe
2009,Pro Evolution Soccer 2010,PS3,11,"1,024,102","1,024,104",Europe
2009,Need for Speed: Shift,PS3,16,"992,858","992,857",Europe
2009,Assassin's Creed II,X360,7,"990,707","990,706",Europe
2009,Halo 3: ODST,X360,15,"968,431","968,432",Europe
2009,Mario & Sonic at the Olympic Winter Games,DS,12,"951,263","951,262",Europe
2009,EA Sports Active,Wii,33,"906,348","906,346",Europe
2009,Forza Motorsport 3,X360,11,"891,880","891,880",Europe
2009,Resident Evil 5,PS3,43,"879,607","879,609",Europe
2009,Killzone 2,PS3,45,"857,960","857,962",Europe
2009,Brain Age 2: More Training in Minutes a Day,DS,132,"814,919","5,028,172",Europe
2009,Nintendogs,DS,222,"719,692","10,373,768",Europe
2009,Resident Evil 5,X360,43,"707,948","707,947",Europe
2009,My Fitness Coach,Wii,50,"678,466","678,465",Europe
2009,Club Penguin: Elite Penguin Force,DS,43,"652,060","652,057",Europe
2009,Need for Speed: Shift,X360,16,"631,449","631,447",Europe
2009,New Play Control! Mario Power Tennis,Wii,44,"548,468","548,469",Europe
2009,Grand Theft Auto: Episodes from Liberty City,X360,10,"547,139","547,139",Europe
2009,Batman: Arkham Asylum,PS3,19,"529,752","529,749",Europe
2009,Tekken 6,PS3,10,"529,373","529,373",Europe
2009,Halo Wars,X360,45,"492,021","492,025",Europe
2009,Super Smash Bros. Brawl,Wii,80,"490,189","1,767,541",Europe
2009,Mario & Sonic at the Olympic Games,Wii,111,"488,165","3,566,512",Europe
2009,Empire: Total War,PC,44,"478,271","478,269",Europe
2009,LEGO Batman: The Videogame,X360,65,"474,685","641,815",Europe
2009,Call of Duty: World at War,PS3,60,"470,375","1,376,692",Europe
2009,Left 4 Dead 2,X360,7,"461,429","461,428",Europe
2009,Street Fighter IV,PS3,46,"460,370","460,372",Europe
2009,Gran Turismo,PSP,14,"447,836","447,835",Europe
2009,Pure,X360,67,"446,830","617,790",Europe
2009,Animal Crossing: Wild World,DS,197,"432,976","2,920,416",Europe
2009,Call of Duty: World at War,X360,60,"431,298","1,491,291",Europe
2009,LittleBigPlanet,PS3,61,"430,453","1,145,108",Europe
2009,Animal Crossing: City Folk,Wii,57,"418,464","824,873",Europe
2009,Mario & Sonic at the Olympic Games,DS,100,"418,213","2,183,046",Europe
2009,Pro Evolution Soccer 2010,X360,11,"409,327","409,329",Europe
2009,Batman: Arkham Asylum,X360,19,"407,995","407,995",Europe
2009,Rabbids Go Home,Wii,9,"406,485","406,486",Europe
2009,Sega Superstars Tennis,X360,94,"401,771","727,923",Europe
2009,The Legend of Zelda: Spirit Tracks,DS,4,"398,080","398,080",Europe
2009,inFAMOUS,PS3,32,"393,933","393,935",Europe
2009,Grand Theft Auto: Chinatown Wars,DS,42,"393,666","393,668",Europe
2009,World of Warcraft: Wrath of the Lich King,PC,60,"392,118","1,089,029",Europe
2009,Super Mario Galaxy,Wii,112,"387,836","2,498,926",Europe
2009,Pokemon Diamond / Pearl Version,DS,128,"384,769","4,175,917",Europe
2009,Call of Duty 4: Modern Warfare,X360,113,"383,974","1,970,515",Europe
2009,LEGO Star Wars: The Complete Saga,Wii,112,"381,993","1,014,194",Europe
2009,Call of Duty: Modern Warfare 2,PC,8,"377,279","377,279",Europe
2009,FIFA Soccer 10,PSP,14,"374,041","374,041",Europe
2009,FIFA Soccer 10,Wii,14,"373,762","373,761",Europe
2009,Gears of War 2,X360,61,"373,585","1,560,862",Europe
2009,UFC 2009 Undisputed,PS3,33,"370,716","370,719",Europe
2009,Grand Theft Auto IV,X360,88,"369,558","2,346,556",Europe
2009,Cooking Mama 3: Shop & Chop,DS,8,"369,253","369,254",Europe
2009,Worldwide Soccer Manager 2009,PC,60,"369,203","1,099,297",Europe
2009,100 Classic Books,DS,54,"365,945","430,951",Europe
2009,"Warhammer 40,000: Dawn of War II",PC,46,"360,785","360,785",Europe
2009,Grand Theft Auto IV,PS3,88,"359,385","2,602,732",Europe
2009,Rayman Raving Rabbids: TV Party,Wii,60,"358,334","831,153",Europe
2009,Rhythm Heaven,DS,36,"352,816","352,819",Europe
2009,Street Fighter IV,X360,46,"351,973","351,974",Europe
2009,Halo 3,X360,119,"349,421","2,333,672",Europe
2009,Junior Brain Trainer,DS,57,"348,095","392,918",Europe
2009,Big Brain Academy,DS,183,"347,898","2,613,399",Europe
2009,Call of Duty 4: Modern Warfare,PS3,113,"345,382","1,766,704",Europe
2009,FIFA Soccer 09,PS3,66,"338,131","1,488,626",Europe
2009,UFC 2009 Undisputed,X360,33,"336,829","336,829",Europe
2009,Borderlands,X360,11,"333,672","333,672",Europe
2009,Guitar Hero: World Tour,Wii,61,"330,964","811,708",Europe
2009,EA Sports Grand Slam Tennis,Wii,30,"325,366","325,362",Europe
2009,Just Dance,Wii,6,"322,124","322,123",Europe
2009,Puzzler Collection,DS,75,"316,901","725,458",Europe
