Year,Game_Title,Platform,Weeks,Yearly_Sale,Total_Sale,Area
2018,FIFA 19,PS4,14,6869742,6869742,Europe
2018,Red Dead Redemption 2,PS4,10,6212387,6212387,Europe
2018,Spider-Man (PS4),PS4,17,3385993,3385993,Europe
2018,Call of Duty: Black Ops IIII,PS4,12,3281708,3281708,Europe
2018,Mario Kart 8 Deluxe,NS,88,2802037,4980201,Europe
2018,God of War (PS4),PS4,37,2174316,2174316,Europe
2018,Far Cry 5,PS4,40,1733837,1733837,Europe
2018,Super Smash Bros. (2018),NS,4,1716515,1716515,Europe
2018,Super Mario Party,NS,13,1638991,1638991,Europe
2018,Super Mario Odyssey,NS,62,1592019,3753636,Europe
2018,FIFA 19,XOne,14,1503862,1503862,Europe
2018,Red Dead Redemption 2,XOne,10,1471966,1471966,Europe
2018,Assassin's Creed Odyssey,PS4,13,1395345,1395345,Europe
2018,"Pokemon: Let's Go, Pikachu!",NS,7,1242773,1242773,Europe
2018,Grand Theft Auto V,PS4,215,1191004,9710521,Europe
2018,The Legend of Zelda: Breath of the Wild,NS,96,1167817,2937269,Europe
2018,Call of Duty: Black Ops IIII,XOne,12,1120763,1120763,Europe
2018,FIFA 18,PS4,66,1118878,8641831,Europe
2018,Spyro Reignited Trilogy,PS4,7,1069480,1069480,Europe
2018,Monster Hunter: World,PS4,49,1059930,1059930,Europe
2018,Forza Horizon 4,XOne,13,945995,945995,Europe
2018,Battlefield V,PS4,6,925870,925870,Europe
2018,Splatoon 2,NS,76,913870,1797740,Europe
2018,Shadow of the Tomb Raider,PS4,16,816095,816095,Europe
2018,Call of Duty: WWII,PS4,61,815656,6210046,Europe
2018,PlayStation VR Worlds,PS4,116,801705,1402384,Europe
2018,"Pokemon: Let's Go, Eevee!",NS,7,800029,800029,Europe
2018,Crash Bandicoot N. Sane Trilogy,PS4,79,745504,2924659,Europe
2018,Detroit: Become Human,PS4,32,670529,670529,Europe
2018,Mario Tennis Aces,NS,28,621957,621957,Europe
2018,Donkey Kong Country: Tropical Freeze,NS,35,605573,605573,Europe
2018,Crash Bandicoot N. Sane Trilogy,NS,27,573620,573620,Europe
2018,Gran Turismo Sport,PS4,63,571546,2354904,Europe
2018,Minecraft,NS,28,555877,555877,Europe
2018,Farming Simulator 19,PC,6,550401,550401,Europe
2018,Pokemon: Ultra Sun and Ultra Moon,3DS,59,527850,1739725,Europe
2018,Shadow of the Colossus,PS4,47,523444,523444,Europe
2018,Dragon Ball Fighter Z,PS4,49,508690,508690,Europe
2018,Assassin's Creed Origins,PS4,62,500995,2105951,Europe
2018,1-2-Switch,NS,96,498113,1196777,Europe
2018,Fallout 76,PS4,7,494720,494720,Europe
2018,Far Cry 5,XOne,40,470848,470848,Europe
2018,Resident Evil VII: Biohazard,PS4,101,467738,1564854,Europe
2018,MineCraft,PS4,222,466608,3129022,Europe
2018,FIFA 19,NS,14,465314,465314,Europe
2018,WWE 2K19,PS4,12,458659,458659,Europe
2018,Star Wars Battlefront II (2017),PS4,59,452205,1989402,Europe
2018,NBA 2K19,PS4,16,440575,440575,Europe
2018,PlayerUnknown's Battlegrounds,XOne,55,436494,685403,Europe
2018,Mario + Rabbids Kingdom Battle,NS,70,429310,1077773,Europe
2018,Mario Kart,3DS,370,428909,5354010,Europe
2018,Horizon: Zero Dawn,PS4,96,427395,2425907,Europe
2018,The Crew 2,PS4,27,422747,422747,Europe
2018,Kirby,NS,42,409638,409638,Europe
2018,EA Sports UFC 3,PS4,48,405399,405399,Europe
2018,Need for Speed: Payback,PS4,60,400995,1178364,Europe
2018,F1 2018,PS4,19,384997,384997,Europe
2018,Grand Theft Auto V,XOne,215,381074,3248285,Europe
2018,Crash Bandicoot N.Sane Trilogy,XOne,27,367955,367955,Europe
2018,Astro Bot Rescue Mission,PS4,13,359902,359902,Europe
2018,LEGO Marvel Super Heroes 2,PS4,59,358614,604293,Europe
2018,Battlefield V,XOne,6,353925,353925,Europe
2018,The Sims 4,PS4,59,352272,720055,Europe
2018,Rocket League,PS4,132,351414,1338952,Europe
2018,Assassin's Creed Odyssey,XOne,13,349093,349093,Europe
2018,Fallout 4,PS4,164,340929,3965093,Europe
2018,Nintendo Labo: Toy-Con 01 Variety Kit,NS,36,335175,335175,Europe
2018,Captain Toad: Treasure Tracker,NS,25,311680,311680,Europe
2018,Ni no Kuni II: Revenant Kingdom,PS4,41,310322,310322,Europe
2018,Uncharted: The Lost Legacy,PS4,71,300566,1377023,Europe
2018,Fortnite,PS4,76,295180,321369,Europe
2018,The Last of Us,PS4,231,291876,2860530,Europe
2018,Kingdom Come: Deliverance,PS4,46,284634,284634,Europe
2018,Doom (2016),PS4,138,279044,1482171,Europe
2018,MineCraft,XOne,215,276977,1714628,Europe
2018,Forza Motorsport 7,XOne,65,276878,809312,Europe
2018,Tom Clancy's Rainbow Six: Siege,PS4,161,269502,2059152,Europe
2018,Sea of Thieves,XOne,41,267687,267687,Europe
2018,LEGO The Incredibles,PS4,25,267606,267606,Europe
2018,Just Cause 4,PS4,4,264544,264544,Europe
2018,Farming Simulator 19,PS4,6,263595,263595,Europe
2018,Just Dance 2019,NS,10,262573,262573,Europe
2018,Fallout 76,XOne,7,259483,259483,Europe
2018,Xenoblade Chronicles 2,NS,57,257165,517513,Europe
2018,Jurassic World Evolution,PS4,26,254821,254821,Europe
2018,Shadow of the Tomb Raider,XOne,16,253511,253511,Europe
2018,FIFA 18,XOne,66,251286,1921474,Europe
2018,The Sims 4,PC,226,250809,2596463,Europe
2018,Call of Duty: WWII,XOne,61,247776,1910495,Europe
2018,LEGO Harry Potter Collection,PS4,115,244573,676699,Europe
2018,Just Dance 2018,NS,62,243657,403844,Europe
2018,Fortnite,NS,7,241623,241623,Europe
2018,The Elder Scrolls V: Skyrim PSVR,PS4,59,238158,466322,Europe
2018,Spyro Reignited Trilogy,XOne,7,237748,237748,Europe
2018,The Elder Scrolls V: Skyrim,PS4,114,236169,1500241,Europe
2018,The Witcher 3: Wild Hunt,PS4,189,236140,2815208,Europe
2018,FIFA 18,NS,66,235734,545232,Europe
2018,Pro Evolution Soccer 2019,PS4,18,229775,229775,Europe
2018,Destiny 2,PS4,69,229753,1435867,Europe
2018,Project Octopath Traveler,NS,25,229083,229083,Europe
